;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;5;1;0.0;0.0;0.0;38.08;3.1137468814849854;13668.95;13668.95;8463.25;13668.95;13668.95;1;1.0
1;2;20;1;5;1;0.0;0.0;0.0;38.08;4.0106070041656485;13668.95;13668.95;8463.25;13668.95;13668.95;1;1.0
2;3;20;1;5;1;0.0;0.0;0.0;32.67;2.535236120223999;13668.95;13668.95;9202.83;13668.95;13668.95;1;1.0
3;4;20;1;5;1;0.0;0.0;0.0;38.08;4.93291711807251;13668.95;13668.95;8463.25;13668.95;13668.95;1;806.0
4;5;20;1;5;1;0.0;0.0;0.0;38.08;5.976564884185791;13668.95;13668.95;8463.25;13668.95;13668.95;1;34.0
5;6;20;1;5;1;0.0;0.0;0.0;38.08;0.9456231594085692;13668.95;13668.95;8463.25;13668.95;13668.95;1;1.0
6;7;20;1;5;1;0.0;0.0;0.0;38.08;0.3500421047210693;13668.95;13668.95;8463.25;13668.95;13668.95;1;1.0
7;8;20;1;5;1;0.0;0.0;0.0;24.79;0.2209889888763428;13668.95;13668.95;10280.99;13668.95;13668.95;1;0.0
8;1;20;1;5;2;0.0;0.0;0.0;25.98;7.079606056213379;15873.75;15873.75;11750.51;15873.75;15873.75;1;1370.0
9;2;20;1;5;2;0.0;0.0;0.0;25.98;8.126244068145754;15873.75;15873.75;11750.51;15873.75;15873.75;1;330.0
10;3;20;1;5;2;0.0;0.0;0.0;19.21;5.792646884918213;15873.75;15873.75;12824.0;15873.75;15873.75;1;37.0
11;4;20;1;5;2;0.0;0.0;0.0;25.98;7.965151071548463;15873.75;15873.75;11750.51;15873.75;15873.75;1;2627.0
12;5;20;1;5;2;0.0;0.0;0.0;25.98;20.349094152450558;15873.75;15873.75;11750.51;15873.75;15873.75;1;1691.0
13;6;20;1;5;2;0.0;0.0;0.0;25.98;0.8383419513702393;15873.75;15873.75;11750.51;15873.75;15873.75;1;1.0
14;7;20;1;5;2;0.0;0.0;0.0;25.98;0.4392678737640381;15873.75;15873.75;11750.51;15873.75;15873.75;1;1.0
15;8;20;1;5;2;0.0;0.0;0.0;22.01;0.5573089122772217;15873.75;15873.75;12379.28;15873.75;15873.75;1;1.0
16;1;20;1;5;3;0.0;0.0;0.0;39.93;6.1528730392456055;11151.05;11151.05;6698.55;11151.05;11151.05;1;139.0
17;2;20;1;5;3;0.0;0.0;0.0;39.93;4.5055809020996085;11151.05;11151.05;6698.55;11151.05;11151.05;1;670.0
18;3;20;1;5;3;0.0;0.0;0.0;35.51;2.8364758491516118;11151.05;11151.05;7190.91;11151.05;11151.05;1;1.0
19;4;20;1;5;3;0.0;0.0;0.0;39.93;8.052735090255737;11151.05;11151.05;6698.55;11151.05;11151.05;1;1643.0
20;5;20;1;5;3;0.0;0.0;0.0;39.93;28.130810976028442;11151.05;11151.05;6698.55;11151.05;11151.05;1;7420.0
21;6;20;1;5;3;0.0;0.0;0.0;39.93;1.6645128726959229;11151.05;11151.05;6698.55;11151.05;11151.05;1;161.0
22;7;20;1;5;3;0.0;0.0;0.0;39.93;0.466515064239502;11151.05;11151.05;6698.55;11151.05;11151.05;1;1.0
23;8;20;1;5;3;0.0;0.0;0.0;36.91;0.4626572132110596;11151.05;11151.05;7034.7;11151.05;11151.05;1;1.0
24;1;20;1;5;4;0.0;0.0;0.0;16.68;2.417642116546631;9877.15;9877.15;8229.36;9877.15;9877.15;1;1.0
25;2;20;1;5;4;0.0;0.0;0.0;16.68;2.053476095199585;9877.15;9877.15;8229.36;9877.15;9877.15;1;1.0
26;3;20;1;5;4;0.0;0.0;0.0;14.68;1.384620189666748;9877.15;9877.15;8427.48;9877.15;9877.15;1;1.0
27;4;20;1;5;4;0.0;0.0;0.0;16.68;3.393468141555786;9877.15;9877.15;8229.36;9877.15;9877.15;1;547.0
28;5;20;1;5;4;0.0;0.0;0.0;16.68;7.7105841636657715;9877.15;9877.15;8229.36;9877.15;9877.15;1;156.0
29;6;20;1;5;4;0.0;0.0;0.0;16.68;0.4370081424713135;9877.15;9877.15;8229.36;9877.15;9877.15;1;1.0
30;7;20;1;5;4;0.0;0.0;0.0;16.68;0.2541630268096924;9877.15;9877.15;8229.36;9877.15;9877.15;1;1.0
31;8;20;1;5;4;0.0;0.0;0.0;13.3;0.2872738838195801;9877.15;9877.15;8563.58;9877.15;9877.15;1;1.0
32;1;20;1;5;5;0.0;0.0;0.0;38.04;16.588756084442142;18512.25;18512.25;11470.85;18512.25;18512.25;1;1542.0
33;2;20;1;5;5;0.0;0.0;0.0;38.04;7.549384832382202;18512.25;18512.25;11470.85;18512.25;18512.25;1;1465.0
34;3;20;1;5;5;0.0;0.0;0.0;31.64;24.29452610015869;18512.25;18512.25;12655.89;18512.25;18512.25;1;1677.0
35;4;20;1;5;5;0.0;0.0;0.0;38.04;5.217313051223755;18512.25;18512.25;11470.85;18512.25;18512.25;1;469.0
36;5;20;1;5;5;0.0;0.0;0.0;38.04;6.10495400428772;18512.25;18512.25;11470.85;18512.25;18512.25;1;454.0
37;6;20;1;5;5;0.0;0.0;0.0;38.04;1.4656999111175537;18512.25;18512.25;11470.85;18512.25;18512.25;1;1.0
38;7;20;1;5;5;0.0;0.0;0.0;38.04;0.5355010032653809;18512.25;18512.25;11470.85;18512.25;18512.25;1;1.0
39;8;20;1;5;5;0.0;0.0;0.0;28.58;0.6923060417175293;18512.25;18512.25;13222.19;18512.25;18512.25;1;1.0
