;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;40;1;13;1;0.0;0.0;0.0;41.85;140.75850200653073;4351.86;4351.86;2530.52;4351.86;4351.86;1;94.0
1;2;40;1;13;1;0.0;0.0;0.0;41.85;185.7993471622467;4351.86;4351.86;2530.52;4351.86;4351.86;1;367.0
2;3;40;1;13;1;0.0;0.0;0.0;38.73;87.95828008651733;4351.86;4351.86;2666.48;4351.86;4351.86;1;1237.0
3;4;40;1;13;1;0.0;0.0;0.0;41.85;261.7611169815064;4351.86;4351.86;2530.52;4351.86;4351.86;1;3512.0
4;5;40;1;13;1;0.0;0.0;0.0;41.85;383.4343810081482;4351.86;4351.86;2530.52;4351.86;4351.86;1;3729.0
5;6;40;1;13;1;0.0;0.0;0.0;41.85;9.627237081527712;4351.86;4351.86;2530.53;4351.86;4351.86;1;1.0
6;7;40;1;13;1;0.0;0.0;0.0;41.85;9.297394037246702;4351.86;4351.86;2530.53;4351.86;4351.86;1;1.0
7;8;40;1;13;1;0.0;0.0;0.0;38.16;9.954582929611208;4351.86;4351.86;2691.2;4351.86;4351.86;1;1.0
8;1;40;1;13;2;0.0;0.0;0.0;41.71;635.7058799266815;6135.12;6135.12;3576.02;6135.12;6135.12;1;6597.0
9;2;40;1;13;2;0.0;0.0;0.0;41.71;428.9262919425965;6135.12;6135.12;3576.02;6135.12;6135.12;1;2925.0
10;3;40;1;13;2;0.0;0.0;0.0;38.31;219.6784439086914;6135.12;6135.12;3784.53;6135.12;6135.12;1;496.0
11;4;40;1;13;2;3.87;3.32;0.42;41.71;3600.00714802742;6160.8;5931.49;3576.02;6135.12;6135.12;0;216996.0
12;5;40;1;13;2;18.13;5.34;10.57;41.71;3600.0649559497833;6860.09;5807.23;3576.02;6135.12;6135.12;0;102424.0
13;6;40;1;13;2;0.0;0.0;0.0;41.71;24.052453994750977;6135.12;6135.12;3576.02;6135.12;6135.12;1;2043.0
14;7;40;1;13;2;0.0;0.0;0.0;41.71;33.91838884353638;6135.12;6135.12;3576.02;6135.12;6135.12;1;2959.0
15;8;40;1;13;2;0.0;0.0;0.0;38.14;15.990759134292604;6135.12;6135.12;3795.03;6135.12;6135.12;1;592.0
16;1;40;1;13;3;0.0;0.0;0.0;45.98;416.84703302383423;5738.9;5738.9;3100.24;5738.9;5738.9;1;9443.0
17;2;40;1;13;3;0.0;0.0;0.0;45.98;423.62789392471313;5738.9;5738.9;3100.24;5738.9;5738.9;1;2550.0
18;3;40;1;13;3;0.0;0.0;0.0;41.51;278.6578271389008;5738.9;5738.9;3356.87;5738.9;5738.9;1;1894.0
19;4;40;1;13;3;6.06;3.74;2.06;45.98;3600.04527592659;5859.33;5524.33;3100.24;5738.9;5738.9;0;217379.0
20;5;40;1;13;3;0.0;0.0;0.0;45.98;3587.098459005356;5738.9;5738.9;3100.24;5738.9;5738.9;1;96141.0
21;6;40;1;13;3;0.0;0.0;0.0;45.98;34.725161790847785;5738.9;5738.9;3100.24;5738.9;5738.9;1;3502.0
22;7;40;1;13;3;0.0;0.0;0.0;45.98;21.444321870803837;5738.9;5738.9;3100.24;5738.9;5738.9;1;1142.0
23;8;40;1;13;3;0.0;0.0;0.0;43.25;13.387650966644287;5738.9;5738.9;3256.69;5738.9;5738.9;1;1133.0
24;1;40;1;13;4;0.0;0.0;0.0;39.96;230.25309181213382;4511.47;4511.47;2708.73;4511.47;4511.47;1;1599.0
25;2;40;1;13;4;0.0;0.0;0.0;39.96;203.35060477256772;4511.47;4511.47;2708.73;4511.47;4511.47;1;1682.0
26;3;40;1;13;4;0.0;0.0;0.0;36.28;187.4406359195709;4511.47;4511.47;2874.75;4511.47;4511.47;1;362.0
27;4;40;1;13;4;0.0;0.0;0.0;39.96;770.5863709449768;4511.47;4511.47;2708.73;4511.47;4511.47;1;8618.0
28;5;40;1;13;4;0.0;0.0;0.0;39.96;2326.1747179031368;4511.47;4511.47;2708.73;4511.47;4511.47;1;11639.0
29;6;40;1;13;4;0.0;0.0;0.0;39.96;18.828384876251217;4511.47;4511.47;2708.73;4511.47;4511.47;1;320.0
30;7;40;1;13;4;0.0;0.0;0.0;39.96;11.259582042694092;4511.47;4511.47;2708.73;4511.47;4511.47;1;1.0
31;8;40;1;13;4;0.0;0.0;0.0;33.02;6.640519857406616;4511.47;4511.47;3021.88;4511.47;4511.47;1;1.0
32;1;40;1;13;5;0.0;0.0;0.0;44.31;152.40329098701474;7225.74;7225.74;4023.88;7225.74;7225.74;1;194.0
33;2;40;1;13;5;0.0;0.0;0.0;44.31;646.696044921875;7225.74;7225.74;4023.88;7225.74;7225.74;1;16685.0
34;3;40;1;13;5;0.0;0.0;0.0;38.17;258.10140800476074;7225.74;7225.74;4468.01;7225.74;7225.74;1;312.0
35;4;40;1;13;5;11.23;6.49;3.86;44.31;3600.007788896561;7515.77;6757.08;4023.88;7225.74;7225.74;0;195137.0
36;5;40;1;13;5;7.21;6.73;0.0;44.31;3600.026320934296;7225.74;6739.67;4023.88;7225.74;7225.74;0;90760.0
37;6;40;1;13;5;0.0;0.0;0.0;44.31;43.65890097618103;7225.74;7225.74;4023.88;7225.74;7225.74;1;5481.0
38;7;40;1;13;5;0.0;0.0;0.0;44.31;40.93714714050293;7225.74;7225.74;4023.88;7225.74;7225.74;1;7891.0
39;8;40;1;13;5;0.0;0.0;0.0;39.87;22.758555173873898;7225.74;7225.74;4345.08;7225.74;7225.74;1;765.0
