;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;30;1;10;1;0.0;0.0;0.0;36.31;11.86202096939087;7157.84;7157.84;4558.6;7157.84;7157.84;1;1.0
1;2;30;1;10;1;0.0;0.0;0.0;36.31;25.027976036071774;7157.84;7157.84;4558.6;7157.84;7157.84;1;3956.0
2;3;30;1;10;1;0.0;0.0;0.0;29.04;18.194849967956547;7157.84;7157.84;5078.99;7157.84;7157.84;1;1.0
3;4;30;1;10;1;0.0;0.0;0.0;36.31;70.47953414916992;7157.84;7157.84;4558.6;7157.84;7157.84;1;1523.0
4;5;30;1;10;1;0.0;0.0;0.0;36.31;141.85201001167297;7157.84;7157.84;4558.6;7157.84;7157.84;1;5656.0
5;6;30;1;10;1;0.0;0.0;0.0;36.31;3.1502461433410645;7157.84;7157.84;4558.6;7157.84;7157.84;1;1.0
6;7;30;1;10;1;0.0;0.0;0.0;36.31;2.5911288261413574;7157.84;7157.84;4558.6;7157.84;7157.84;1;1.0
7;8;30;1;10;1;0.0;0.0;0.0;30.67;2.1766111850738525;7157.84;7157.84;4962.34;7157.84;7157.84;1;1.0
8;1;30;1;10;2;0.0;0.0;0.0;28.14;22.0699999332428;5659.93;5659.93;4066.96;5659.93;5659.93;1;1564.0
9;2;30;1;10;2;0.0;0.0;0.0;28.14;28.416584014892575;5659.93;5659.93;4066.96;5659.93;5659.93;1;78.0
10;3;30;1;10;2;0.0;0.0;0.0;26.46;26.85736989974976;5659.93;5659.93;4162.4;5659.93;5659.93;1;42.0
11;4;30;1;10;2;0.0;0.0;0.0;28.14;105.86297702789308;5659.93;5659.93;4066.96;5659.93;5659.93;1;1735.0
12;5;30;1;10;2;0.0;0.0;0.0;28.14;90.62199401855469;5659.93;5659.93;4066.96;5659.93;5659.93;1;2321.0
13;6;30;1;10;2;0.0;0.0;0.0;28.14;2.3313279151916504;5659.93;5659.93;4066.96;5659.93;5659.93;1;1.0
14;7;30;1;10;2;0.0;0.0;0.0;28.14;1.4521090984344482;5659.93;5659.93;4066.96;5659.93;5659.93;1;1.0
15;8;30;1;10;2;0.0;0.0;0.0;24.7;1.4693410396575928;5659.93;5659.93;4261.82;5659.93;5659.93;1;1.0
16;1;30;1;10;3;0.0;0.0;0.0;35.26;44.77749109268189;5784.97;5784.97;3745.18;5784.97;5784.97;1;1504.0
17;2;30;1;10;3;0.0;0.0;0.0;35.26;23.45711398124695;5784.97;5784.97;3745.18;5784.97;5784.97;1;225.0
18;3;30;1;10;3;0.0;0.0;0.0;32.82;10.524175882339476;5784.97;5784.97;3886.45;5784.97;5784.97;1;1.0
19;4;30;1;10;3;0.0;0.0;0.0;35.26;102.00628209114076;5784.97;5784.97;3745.18;5784.97;5784.97;1;2041.0
20;5;30;1;10;3;0.0;0.0;0.0;35.26;82.57934880256653;5784.97;5784.97;3745.18;5784.97;5784.97;1;1964.0
21;6;30;1;10;3;0.0;0.0;0.0;35.26;4.196550130844116;5784.97;5784.97;3745.18;5784.97;5784.97;1;52.0
22;7;30;1;10;3;0.0;0.0;0.0;35.26;2.465256929397583;5784.97;5784.97;3745.18;5784.97;5784.97;1;1.0
23;8;30;1;10;3;0.0;0.0;0.0;31.53;1.989912033081055;5784.97;5784.97;3961.0;5784.97;5784.97;1;1.0
24;1;30;1;10;4;0.0;0.0;0.0;30.07;33.57383418083191;8222.63;8222.63;5750.33;8222.63;8222.63;1;516.0
25;2;30;1;10;4;0.0;0.0;0.0;30.07;27.507699966430664;8222.63;8222.63;5750.33;8222.63;8222.63;1;186.0
26;3;30;1;10;4;0.0;0.0;0.0;26.26;41.98194408416747;8222.63;8222.63;6063.44;8222.63;8222.63;1;1587.0
27;4;30;1;10;4;0.0;0.0;0.0;30.07;27.38987398147583;8222.63;8222.63;5750.33;8222.63;8222.63;1;2222.0
28;5;30;1;10;4;0.0;0.0;0.0;30.07;148.64438509941098;8222.63;8222.63;5750.33;8222.63;8222.63;1;3640.0
29;6;30;1;10;4;0.0;0.0;0.0;30.07;3.9698798656463614;8222.63;8222.63;5750.33;8222.63;8222.63;1;1.0
30;7;30;1;10;4;0.0;0.0;0.0;30.07;2.879799127578736;8222.63;8222.63;5750.33;8222.63;8222.63;1;1.0
31;8;30;1;10;4;0.0;0.0;0.0;27.5;1.6661899089813232;8222.63;8222.63;5961.21;8222.63;8222.63;1;1.0
32;1;30;1;10;5;0.0;0.0;0.0;35.75;24.36828994750977;8629.79;8629.79;5544.53;8629.79;8629.79;1;3167.0
33;2;30;1;10;5;0.0;0.0;0.0;35.75;76.91709995269775;8629.79;8629.79;5544.53;8629.79;8629.79;1;1857.0
34;3;30;1;10;5;0.0;0.0;0.0;35.13;34.95538306236267;8629.79;8629.79;5597.77;8629.79;8629.79;1;251.0
35;4;30;1;10;5;0.0;0.0;0.0;35.75;190.04215407371518;8629.79;8629.79;5544.53;8629.79;8629.79;1;5401.0
36;5;30;1;10;5;0.0;0.0;0.0;35.75;598.0061640739441;8629.79;8629.79;5544.53;8629.79;8629.79;1;79815.0
37;6;30;1;10;5;0.0;0.0;0.0;35.75;7.745270013809204;8629.79;8629.79;5544.53;8629.79;8629.79;1;68.0
38;7;30;1;10;5;0.0;0.0;0.0;35.75;9.111367940902712;8629.79;8629.79;5544.53;8629.79;8629.79;1;3500.0
39;8;30;1;10;5;0.0;0.0;0.0;32.22;3.744526863098145;8629.79;8629.79;5849.32;8629.79;8629.79;1;94.0
