;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;40;1;10;1;0.0;0.0;0.0;38.13;251.34742093086243;8017.69;8017.69;4960.57;8017.69;8017.69;1;1628.0
1;2;40;1;10;1;0.0;0.0;0.0;38.13;250.1220030784607;8017.69;8017.69;4960.57;8017.69;8017.69;1;1503.0
2;3;40;1;10;1;0.0;0.0;0.0;35.79;357.6061010360718;8017.69;8017.69;5147.99;8017.69;8017.69;1;169.0
3;4;40;1;10;1;0.0;0.0;0.0;38.13;1070.741401195526;8017.69;8017.69;4960.57;8017.69;8017.69;1;6897.0
4;5;40;1;10;1;0.0;0.0;0.0;38.13;2321.218812942505;8017.69;8017.69;4960.57;8017.69;8017.69;1;15373.0
5;6;40;1;10;1;0.0;0.0;0.0;38.13;31.065707921981808;8017.69;8017.69;4960.57;8017.69;8017.69;1;245.0
6;7;40;1;10;1;0.0;0.0;0.0;38.13;47.53092908859253;8017.69;8017.69;4960.57;8017.69;8017.69;1;1502.0
7;8;40;1;10;1;0.0;0.0;0.0;32.92;13.32903504371643;8017.69;8017.69;5378.45;8017.69;8017.69;1;1.0
8;1;40;1;10;2;0.0;0.0;0.0;32.81;964.634092092514;5871.37;5871.37;3945.22;5871.37;5871.37;1;4021.0
9;2;40;1;10;2;0.0;0.0;0.0;32.81;381.4567232131958;5871.37;5871.37;3945.23;5871.37;5871.37;1;1566.0
10;3;40;1;10;2;0.0;0.0;0.0;28.25;478.969242811203;5871.37;5871.37;4212.96;5871.37;5871.37;1;2029.0
11;4;40;1;10;2;0.0;0.0;0.0;32.81;1013.6503250598907;5871.37;5871.37;3945.22;5871.37;5871.37;1;4378.0
12;5;40;1;10;2;0.0;0.0;0.0;32.81;1269.0103359222412;5871.37;5871.37;3945.22;5871.37;5871.37;1;11336.0
13;6;40;1;10;2;0.0;0.0;0.0;32.81;16.693384170532227;5871.37;5871.37;3945.23;5871.37;5871.37;1;186.0
14;7;40;1;10;2;0.0;0.0;0.0;32.81;26.22183394432068;5871.37;5871.37;3945.23;5871.37;5871.37;1;1.0
15;8;40;1;10;2;0.0;0.0;0.0;30.07;21.592671871185303;5871.37;5871.37;4105.62;5871.37;5871.37;1;981.0
16;1;40;1;10;3;0.0;0.0;0.0;33.6;239.36691999435425;5351.75;5351.75;3553.69;5351.75;5351.75;1;201.0
17;2;40;1;10;3;0.0;0.0;0.0;33.6;274.7201499938965;5351.75;5351.75;3553.69;5351.75;5351.75;1;1718.0
18;3;40;1;10;3;0.0;0.0;0.0;27.91;363.2098219394684;5351.75;5351.75;3858.23;5351.75;5351.75;1;2712.0
19;4;40;1;10;3;0.0;0.0;0.0;33.6;398.9151120185852;5351.75;5351.75;3553.69;5351.75;5351.75;1;2022.0
20;5;40;1;10;3;0.0;0.0;0.0;33.6;436.0567328929901;5351.75;5351.75;3553.69;5351.75;5351.75;1;2444.0
21;6;40;1;10;3;0.0;0.0;0.0;33.6;14.411895990371704;5351.75;5351.75;3553.69;5351.75;5351.75;1;1.0
22;7;40;1;10;3;0.0;0.0;0.0;33.6;15.270483016967773;5351.75;5351.75;3553.69;5351.75;5351.75;1;1.0
23;8;40;1;10;3;0.0;0.0;0.0;30.11;12.338552951812744;5351.75;5351.75;3740.27;5351.75;5351.75;1;1.0
24;1;40;1;10;4;0.0;0.0;0.0;31.3;207.67812299728396;9387.13;9387.13;6449.01;9387.13;9387.13;1;1519.0
25;2;40;1;10;4;0.0;0.0;0.0;31.3;258.51610207557684;9387.13;9387.13;6449.01;9387.13;9387.13;1;1621.0
26;3;40;1;10;4;0.0;0.0;0.0;29.2;186.58962297439572;9387.13;9387.13;6646.53;9387.13;9387.13;1;202.0
27;4;40;1;10;4;0.0;0.0;0.0;31.3;118.04331612586977;9387.13;9387.13;6449.01;9387.13;9387.13;1;2484.0
28;5;40;1;10;4;0.0;0.0;0.0;31.3;518.0753579139711;9387.13;9387.13;6449.01;9387.13;9387.13;1;2192.0
29;6;40;1;10;4;0.0;0.0;0.0;31.3;37.783350944519036;9387.13;9387.13;6449.01;9387.13;9387.13;1;1404.0
30;7;40;1;10;4;0.0;0.0;0.0;31.3;25.25402307510376;9387.13;9387.13;6449.01;9387.13;9387.13;1;1335.0
31;8;40;1;10;4;0.0;0.0;0.0;28.31;18.183835983276367;9387.13;9387.13;6729.72;9387.13;9387.13;1;162.0
32;1;40;1;10;5;0.0;0.0;0.0;47.29;662.1838309764863;7437.92;7437.92;3920.57;7437.92;7437.92;1;3423.0
33;2;40;1;10;5;0.0;0.0;0.0;47.29;643.3729062080382;7437.92;7437.92;3920.57;7437.92;7437.92;1;5340.0
34;3;40;1;10;5;0.0;0.0;0.0;44.99;1209.4698688983915;7437.92;7437.92;4091.94;7437.92;7437.92;1;8137.0
35;4;40;1;10;5;0.0;0.0;0.0;47.29;2822.030977010727;7437.92;7437.92;3920.57;7437.92;7437.92;1;95954.0
36;5;40;1;10;5;6.09;5.74;0.0;47.29;3600.033247947693;7437.92;7010.73;3920.57;7437.92;7437.92;0;105673.0
37;6;40;1;10;5;0.0;0.0;0.0;47.29;125.77846503257751;7437.92;7437.92;3920.57;7437.92;7437.92;1;4675.0
38;7;40;1;10;5;0.0;0.0;0.0;47.29;172.74911093711853;7437.92;7437.92;3920.57;7437.92;7437.92;1;1712.0
39;8;40;1;10;5;0.0;0.0;0.0;44.75;31.4467248916626;7437.92;7437.92;4109.25;7437.92;7437.92;1;4155.0
