;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;30;1;15;1;0.0;0.0;0.0;43.95;22.268564939498898;5830.1;5830.1;3267.52;5830.1;5830.1;1;303.0
1;2;30;1;15;1;0.0;0.0;0.0;43.95;39.31100606918335;5830.1;5830.1;3267.52;5830.1;5830.1;1;1654.0
2;3;30;1;15;1;0.0;0.0;0.0;38.57;16.306652069091793;5830.1;5830.1;3581.64;5830.1;5830.1;1;1.0
3;4;30;1;15;1;0.0;0.0;0.0;43.95;3006.3559160232544;5830.1;5830.03;3267.52;5830.1;5830.1;1;768493.0
4;5;30;1;15;1;0.0;0.0;0.0;43.95;329.08128905296326;5830.1;5830.1;3267.52;5830.1;5830.1;1;12530.0
5;6;30;1;15;1;0.0;0.0;0.0;43.95;5.181998014450073;5830.1;5830.1;3267.52;5830.1;5830.1;1;505.0
6;7;30;1;15;1;0.0;0.0;0.0;43.95;6.120035886764526;5830.1;5830.1;3267.52;5830.1;5830.1;1;1.0
7;8;30;1;15;1;0.0;0.0;0.0;39.14;3.0821099281311035;5830.1;5830.1;3548.4;5830.1;5830.1;1;1.0
8;1;30;1;15;2;0.0;0.0;0.0;38.3;27.5240638256073;6643.15;6643.15;4098.73;6643.15;6643.15;1;2028.0
9;2;30;1;15;2;0.0;0.0;0.0;38.76;37.95117402076721;6643.15;6643.15;4068.34;6643.15;6643.15;1;7401.0
10;3;30;1;15;2;0.0;0.0;0.0;35.16;14.71558403968811;6643.15;6643.15;4307.33;6643.15;6643.15;1;83.0
11;4;30;1;15;2;0.0;0.0;0.0;38.76;476.22551679611206;6643.15;6643.15;4068.34;6643.15;6643.15;1;46710.0
12;5;30;1;15;2;0.0;0.0;0.0;38.76;225.01827311515808;6643.15;6643.15;4068.34;6643.15;6643.15;1;4774.0
13;6;30;1;15;2;0.0;0.0;0.0;38.76;2.7541089057922363;6643.15;6643.15;4068.34;6643.15;6643.15;1;1.0
14;7;30;1;15;2;0.0;0.0;0.0;38.76;3.625450134277344;6643.15;6643.15;4068.34;6643.15;6643.15;1;564.0
15;8;30;1;15;2;0.0;0.0;0.0;37.1;2.424859046936035;6643.15;6643.15;4178.66;6643.15;6643.15;1;1.0
16;1;30;1;15;3;0.0;0.0;0.0;35.21;12.653465032577515;4738.8;4738.8;3070.22;4738.8;4738.8;1;284.0
17;2;30;1;15;3;0.0;0.0;0.0;35.21;11.108322143554688;4738.8;4738.8;3070.22;4738.8;4738.8;1;1.0
18;3;30;1;15;3;0.0;0.0;0.0;32.15;8.930343866348268;4738.8;4738.8;3215.46;4738.8;4738.8;1;1.0
19;4;30;1;15;3;0.0;0.0;0.0;35.21;102.2488088607788;4738.8;4738.8;3070.22;4738.8;4738.8;1;4076.0
20;5;30;1;15;3;0.0;0.0;0.0;35.21;66.03995704650879;4738.8;4738.8;3070.22;4738.8;4738.8;1;1750.0
21;6;30;1;15;3;0.0;0.0;0.0;35.21;2.9047260284423833;4738.8;4738.8;3070.22;4738.8;4738.8;1;1.0
22;7;30;1;15;3;0.0;0.0;0.0;35.21;1.9325990676879885;4738.8;4738.8;3070.22;4738.8;4738.8;1;1.0
23;8;30;1;15;3;0.0;0.0;0.0;28.99;1.3851690292358398;4738.8;4738.8;3365.18;4738.8;4738.8;1;1.0
24;1;30;1;15;4;0.0;0.0;0.0;26.41;14.939423084259033;6263.36;6263.36;4608.96;6263.36;6263.36;1;477.0
25;2;30;1;15;4;0.0;0.0;0.0;26.41;34.92658305168152;6263.36;6263.36;4608.96;6263.36;6263.36;1;1682.0
26;3;30;1;15;4;0.0;0.0;0.0;25.58;21.877371072769165;6263.36;6263.36;4661.42;6263.36;6263.36;1;40.0
27;4;30;1;15;4;0.0;0.0;0.0;26.41;63.30115509033203;6263.36;6263.36;4608.96;6263.36;6263.36;1;2208.0
28;5;30;1;15;4;0.0;0.0;0.0;26.41;97.45411705970764;6263.36;6263.36;4608.96;6263.36;6263.36;1;1793.0
29;6;30;1;15;4;0.0;0.0;0.0;26.41;1.9318110942840576;6263.36;6263.36;4608.96;6263.36;6263.36;1;1.0
30;7;30;1;15;4;0.0;0.0;0.0;26.41;1.6547551155090332;6263.36;6263.36;4608.96;6263.36;6263.36;1;1.0
31;8;30;1;15;4;0.0;0.0;0.0;24.7;1.427428960800171;6263.36;6263.36;4716.31;6263.36;6263.36;1;1.0
32;1;30;1;15;5;0.0;0.0;0.0;20.72;41.99425601959229;5780.32;5780.32;4582.75;5780.32;5780.32;1;1527.0
33;2;30;1;15;5;0.0;0.0;0.0;20.72;11.12442398071289;5780.32;5780.32;4582.75;5780.32;5780.32;1;393.0
34;3;30;1;15;5;0.0;0.0;0.0;19.3;11.809338092803955;5780.32;5780.32;4664.88;5780.32;5780.32;1;1131.0
35;4;30;1;15;5;0.0;0.0;0.0;20.72;10.996913194656372;5780.32;5780.32;4582.75;5780.32;5780.32;1;1.0
36;5;30;1;15;5;0.0;0.0;0.0;20.72;10.923439025878906;5780.32;5780.32;4582.75;5780.32;5780.32;1;1.0
37;6;30;1;15;5;0.0;0.0;0.0;20.72;2.394736051559448;5780.32;5780.32;4582.75;5780.32;5780.32;1;1.0
38;7;30;1;15;5;0.0;0.0;0.0;20.72;1.143996000289917;5780.32;5780.32;4582.75;5780.32;5780.32;1;1.0
39;8;30;1;15;5;0.0;0.0;0.0;17.93;1.0691859722137451;5780.32;5780.32;4743.83;5780.32;5780.32;1;1.0
