;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;6;1;0.0;0.0;0.0;35.42;5.659920930862428;11799.75;11799.75;7620.58;11799.75;11799.75;1;38.0
1;2;20;1;6;1;0.0;0.0;0.0;35.42;12.150258779525757;11799.75;11799.75;7620.57;11799.75;11799.75;1;1772.0
2;3;20;1;6;1;0.0;0.0;0.0;30.55;5.751665115356445;11799.75;11799.75;8194.59;11799.75;11799.75;1;36.0
3;4;20;1;6;1;0.0;0.0;0.0;35.42;5.128185033798218;11799.75;11799.75;7620.57;11799.75;11799.75;1;1.0
4;5;20;1;6;1;0.0;0.0;0.0;35.42;5.918244123458862;11799.75;11799.75;7620.57;11799.75;11799.75;1;1335.0
5;6;20;1;6;1;0.0;0.0;0.0;35.42;0.5718560218811035;11799.75;11799.75;7620.58;11799.75;11799.75;1;1.0
6;7;20;1;6;1;0.0;0.0;0.0;35.42;0.3232760429382324;11799.75;11799.75;7620.58;11799.75;11799.75;1;1.0
7;8;20;1;6;1;0.0;0.0;0.0;27.62;0.3234832286834717;11799.75;11799.75;8540.56;11799.75;11799.75;1;1.0
8;1;20;1;6;2;0.0;0.0;0.0;15.82;4.966994047164917;10378.3;10378.3;8736.0;10378.3;10378.3;1;35.0
9;2;20;1;6;2;0.0;0.0;0.0;15.82;0.5693490505218506;10378.3;10378.3;8736.0;10378.3;10378.3;1;1.0
10;3;20;1;6;2;0.0;0.0;0.0;11.0;0.9251320362091064;10378.3;10378.3;9236.94;10378.3;10378.3;1;1.0
11;4;20;1;6;2;0.0;0.0;0.0;15.82;6.557637929916383;10378.3;10378.3;8736.0;10378.3;10378.3;1;2266.0
12;5;20;1;6;2;0.0;0.0;0.0;15.82;3.8053472042083736;10378.3;10378.3;8736.0;10378.3;10378.3;1;76.0
13;6;20;1;6;2;0.0;0.0;0.0;15.82;0.35370302200317383;10378.3;10378.3;8736.0;10378.3;10378.3;1;1.0
14;7;20;1;6;2;0.0;0.0;0.0;15.82;0.18558812141418454;10378.3;10378.3;8736.0;10378.3;10378.3;1;0.0
15;8;20;1;6;2;0.0;0.0;0.0;12.02;0.18723392486572266;10378.3;10378.3;9131.25;10378.3;10378.3;1;0.0
16;1;20;1;6;3;0.0;0.0;0.0;37.3;5.462645053863525;13783.0;13783.0;8642.1;13783.0;13783.0;1;967.0
17;2;20;1;6;3;0.0;0.0;0.0;37.3;4.152842998504639;13783.0;13783.0;8642.1;13783.0;13783.0;1;1.0
18;3;20;1;6;3;0.0;0.0;0.0;34.89;6.9231529235839835;13783.0;13783.0;8973.7;13783.0;13783.0;1;1144.0
19;4;20;1;6;3;0.0;0.0;0.0;37.3;4.677263021469116;13783.0;13783.0;8642.1;13783.0;13783.0;1;535.0
20;5;20;1;6;3;0.0;0.0;0.0;37.3;7.552090883255005;13783.0;13783.0;8642.1;13783.0;13783.0;1;1697.0
21;6;20;1;6;3;0.0;0.0;0.0;37.3;0.864091157913208;13783.0;13783.0;8642.1;13783.0;13783.0;1;1.0
22;7;20;1;6;3;0.0;0.0;0.0;37.3;0.3939859867095947;13783.0;13783.0;8642.1;13783.0;13783.0;1;1.0
23;8;20;1;6;3;0.0;0.0;0.0;34.89;0.3479959964752197;13783.0;13783.0;8974.06;13783.0;13783.0;1;1.0
24;1;20;1;6;4;0.0;0.0;0.0;36.23;4.472592830657959;11089.75;11089.75;7071.55;11089.75;11089.75;1;34.0
25;2;20;1;6;4;0.0;0.0;0.0;36.23;3.63686203956604;11089.75;11089.75;7071.55;11089.75;11089.75;1;1.0
26;3;20;1;6;4;0.0;0.0;0.0;32.54;5.658260107040405;11089.75;11089.75;7481.2;11089.75;11089.75;1;410.0
27;4;20;1;6;4;0.0;0.0;0.0;36.23;4.2130398750305185;11089.75;11089.75;7071.55;11089.75;11089.75;1;78.0
28;5;20;1;6;4;0.0;0.0;0.0;36.23;6.433263063430786;11089.75;11089.75;7071.55;11089.75;11089.75;1;1524.0
29;6;20;1;6;4;0.0;0.0;0.0;36.23;0.6879799365997314;11089.75;11089.75;7071.55;11089.75;11089.75;1;1.0
30;7;20;1;6;4;0.0;0.0;0.0;36.23;0.38073110580444336;11089.75;11089.75;7071.55;11089.75;11089.75;1;1.0
31;8;20;1;6;4;0.0;0.0;0.0;29.08;0.3121609687805176;11089.75;11089.75;7864.74;11089.75;11089.75;1;1.0
32;1;20;1;6;5;0.0;0.0;0.0;50.48;5.299277067184448;15802.95;15802.95;7825.1;15802.95;15802.95;1;639.0
33;2;20;1;6;5;0.0;0.0;0.0;50.48;7.482506990432738;15802.95;15802.95;7825.1;15802.95;15802.95;1;484.0
34;3;20;1;6;5;0.0;0.0;0.0;41.34;8.408176898956299;15802.95;15802.95;9269.78;15802.95;15802.95;1;733.0
35;4;20;1;6;5;0.0;0.0;0.0;50.48;7.223989009857178;15802.95;15802.95;7825.1;15802.95;15802.95;1;213.0
36;5;20;1;6;5;0.0;0.0;0.0;50.48;29.21045088768005;15802.95;15802.95;7825.1;15802.95;15802.95;1;2224.0
37;6;20;1;6;5;0.0;0.0;0.0;50.48;0.9896311759948729;15802.95;15802.95;7825.1;15802.95;15802.95;1;1.0
38;7;20;1;6;5;0.0;0.0;0.0;50.48;0.7079408168792725;15802.95;15802.95;7825.1;15802.95;15802.95;1;1.0
39;8;20;1;6;5;0.0;0.0;0.0;43.05;0.5183839797973633;15802.95;15802.95;9000.01;15802.95;15802.95;1;1.0
