;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;10;1;0.0;0.0;0.0;19.16;2.778204917907715;9207.66;9207.66;7443.86;9207.66;9207.66;1;186.0
1;2;20;1;10;1;0.0;0.0;0.0;19.16;2.7929458618164062;9207.66;9207.66;7443.86;9207.66;9207.66;1;35.0
2;3;20;1;10;1;0.0;0.0;0.0;17.57;1.1982240676879885;9207.66;9207.66;7589.61;9207.66;9207.66;1;1.0
3;4;20;1;10;1;0.0;0.0;0.0;19.16;13.102766036987305;9207.66;9207.66;7443.86;9207.66;9207.66;1;2095.0
4;5;20;1;10;1;0.0;0.0;0.0;19.16;19.42627000808716;9207.66;9207.66;7443.86;9207.66;9207.66;1;1689.0
5;6;20;1;10;1;0.0;0.0;0.0;19.16;0.3729908466339111;9207.66;9207.66;7443.86;9207.66;9207.66;1;1.0
6;7;20;1;10;1;0.0;0.0;0.0;19.16;0.5139808654785156;9207.66;9207.66;7443.86;9207.66;9207.66;1;1.0
7;8;20;1;10;1;0.0;0.0;0.0;17.57;0.32912302017211914;9207.66;9207.66;7589.61;9207.66;9207.66;1;1.0
8;1;20;1;10;2;0.0;0.0;0.0;34.54;4.146404981613158;11886.02;11886.02;7781.02;11886.02;11886.02;1;720.0
9;2;20;1;10;2;0.0;0.0;0.0;34.54;14.969050884246824;11886.02;11886.02;7781.02;11886.02;11886.02;1;2054.0
10;3;20;1;10;2;0.0;0.0;0.0;31.9;12.70063304901123;11886.02;11886.02;8093.93;11886.02;11886.02;1;1876.0
11;4;20;1;10;2;0.0;0.0;0.0;34.54;22.3882110118866;11886.02;11886.02;7781.02;11886.02;11886.02;1;7259.0
12;5;20;1;10;2;0.0;0.0;0.0;34.54;94.95742511749269;11886.02;11886.02;7781.02;11886.02;11886.02;1;19770.0
13;6;20;1;10;2;0.0;0.0;0.0;34.54;1.790302038192749;11886.02;11886.02;7781.02;11886.02;11886.02;1;444.0
14;7;20;1;10;2;0.0;0.0;0.0;34.54;2.017812967300415;11886.02;11886.02;7781.02;11886.02;11886.02;1;1232.0
15;8;20;1;10;2;0.0;0.0;0.0;32.13;1.5518479347229004;11886.02;11886.02;8067.41;11886.02;11886.02;1;650.0
16;1;20;1;10;3;0.0;0.0;0.0;23.51;0.7792758941650391;7939.68;7939.68;6073.03;7939.68;7939.68;1;1.0
17;2;20;1;10;3;0.0;0.0;0.0;23.51;1.0325169563293457;7939.68;7939.68;6073.03;7939.68;7939.68;1;1.0
18;3;20;1;10;3;0.0;0.0;0.0;20.62;1.2446451187133791;7939.68;7939.68;6302.78;7939.68;7939.68;1;1.0
19;4;20;1;10;3;0.0;0.0;0.0;23.51;10.9827721118927;7939.68;7939.68;6073.03;7939.68;7939.68;1;1533.0
20;5;20;1;10;3;0.0;0.0;0.0;23.51;16.00563907623291;7939.68;7939.68;6073.03;7939.68;7939.68;1;1504.0
21;6;20;1;10;3;0.0;0.0;0.0;23.51;0.5472168922424316;7939.68;7939.68;6073.03;7939.68;7939.68;1;57.0
22;7;20;1;10;3;0.0;0.0;0.0;23.51;0.2875208854675293;7939.68;7939.68;6073.03;7939.68;7939.68;1;1.0
23;8;20;1;10;3;0.0;0.0;0.0;20.62;0.3124880790710449;7939.68;7939.68;6302.78;7939.68;7939.68;1;1.0
24;1;20;1;10;4;0.0;0.0;0.0;32.76;2.6473851203918457;11611.65;11611.65;7807.66;11611.65;11611.65;1;317.0
25;2;20;1;10;4;0.0;0.0;0.0;32.76;2.879823923110962;11611.65;11611.65;7807.66;11611.65;11611.65;1;35.0
26;3;20;1;10;4;0.0;0.0;0.0;27.71;0.8568649291992188;11611.65;11611.65;8394.51;11611.65;11611.65;1;1.0
27;4;20;1;10;4;0.0;0.0;0.0;32.76;35.21526503562927;11611.65;11611.65;7807.66;11611.65;11611.65;1;4434.0
28;5;20;1;10;4;0.0;0.0;0.0;32.76;4.590831995010376;11611.65;11611.65;7807.66;11611.65;11611.65;1;215.0
29;6;20;1;10;4;0.0;0.0;0.0;32.76;1.226747989654541;11611.65;11611.65;7807.66;11611.65;11611.65;1;218.0
30;7;20;1;10;4;0.0;0.0;0.0;32.76;0.3592870235443115;11611.65;11611.65;7807.66;11611.65;11611.65;1;1.0
31;8;20;1;10;4;0.0;0.0;0.0;30.56;0.3664770126342773;11611.65;11611.65;8063.69;11611.65;11611.65;1;1.0
32;1;20;1;10;5;0.0;0.0;0.0;34.54;1.2151148319244385;5916.73;5916.73;3873.27;5916.73;5916.73;1;1.0
33;2;20;1;10;5;0.0;0.0;0.0;34.54;1.0903699398040771;5916.73;5916.73;3873.27;5916.73;5916.73;1;1.0
34;3;20;1;10;5;0.0;0.0;0.0;30.43;0.7885608673095703;5916.73;5916.73;4116.0;5916.73;5916.73;1;1.0
35;4;20;1;10;5;0.0;0.0;0.0;34.54;3.3340229988098145;5916.73;5916.73;3873.27;5916.73;5916.73;1;15.0
36;5;20;1;10;5;0.0;0.0;0.0;34.54;1.4652202129364014;5916.73;5916.73;3873.27;5916.73;5916.73;1;1.0
37;6;20;1;10;5;0.0;0.0;0.0;34.54;0.2975509166717529;5916.73;5916.73;3873.27;5916.73;5916.73;1;1.0
38;7;20;1;10;5;0.0;0.0;0.0;34.54;0.2527809143066406;5916.73;5916.73;3873.27;5916.73;5916.73;1;1.0
39;8;20;1;10;5;0.0;0.0;0.0;29.29;0.21630597114562988;5916.73;5916.73;4183.63;5916.73;5916.73;1;1.0
