;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;6;1;0.0;0.0;52.58;41.05;64.27912783622743;6988.02;6988.02;4119.57;6988.02;10662.58;1;234650.0
1;2;20;1;6;1;0.0;52.58;0.0;26.56;37.21116399765015;10662.58;10662.58;5132.26;6988.02;10662.58;1;3783.0
2;3;20;1;6;1;0.0;52.58;0.0;25.68;43.64570307731629;10662.58;10662.58;5193.38;6988.02;10662.58;1;1983.0
3;4;20;1;6;1;0.0;52.58;0.0;26.56;53.34148812294006;10662.58;10662.58;5132.26;6988.02;10662.58;1;2730.0
4;5;20;1;6;1;0.0;52.58;0.0;26.56;40.7979748249054;10662.58;10662.58;5132.26;6988.02;10662.58;1;2747.0
5;6;20;1;6;1;0.0;52.58;0.0;5.23;0.9563860893249512;10662.58;10662.11;6622.85;6988.02;10662.58;1;1.0
6;7;20;1;6;1;0.0;52.58;0.0;5.23;0.40306901931762695;10662.58;10662.58;6622.85;6988.02;10662.58;1;1.0
7;8;20;1;6;1;0.0;52.58;0.0;2.64;0.4948880672454834;10662.58;10662.58;6803.44;6988.02;10662.58;1;1.0
8;1;20;1;6;2;0.0;0.0;88.51;24.11;2.990993022918701;5790.9;5790.9;4394.99;5790.9;10916.4;1;558.0
9;2;20;1;6;2;0.0;88.51;0.0;2.41;23.00004506111145;10916.4;10916.4;5930.22;5790.9;10916.4;1;2394.0
10;3;20;1;6;2;0.0;88.51;0.0;8.33;30.485265016555786;10916.4;10916.4;6273.13;5790.9;10916.4;1;2834.0
11;4;20;1;6;2;0.0;88.51;0.0;2.41;27.773415088653564;10916.4;10916.4;5930.22;5790.9;10916.4;1;2563.0
12;5;20;1;6;2;0.0;88.51;0.0;2.41;37.60589718818665;10916.4;10916.4;5930.22;5790.9;10916.4;1;2199.0
13;6;20;1;6;2;0.0;88.51;0.0;41.01;0.8115220069885254;10916.4;10916.4;8165.65;5790.9;10916.4;1;1.0
14;7;20;1;6;2;0.0;88.51;0.0;41.01;0.3074500560760498;10916.4;10916.4;8165.65;5790.9;10916.4;1;1.0
15;8;20;1;6;2;0.0;88.51;0.0;44.22;0.42900800704956055;10916.4;10916.4;8351.55;5790.9;10916.4;1;1.0
16;1;20;1;6;3;0.0;0.0;72.9;31.7;8.054857015609741;7186.4;7186.4;4908.21;7186.4;12425.1;1;9366.0
17;2;20;1;6;3;0.0;72.9;0.0;18.81;58.32042598724365;12425.1;12425.1;5834.88;7186.4;12425.1;1;6238.0
18;3;20;1;6;3;0.0;72.9;0.0;17.95;41.256915807724;12425.1;12425.1;5896.49;7186.4;12425.1;1;3801.0
19;4;20;1;6;3;0.0;72.9;0.0;18.81;42.76167988777161;12425.1;12425.1;5834.88;7186.4;12425.1;1;2599.0
20;5;20;1;6;3;0.0;72.9;0.0;18.81;47.27344393730164;12425.1;12425.1;5834.88;7186.4;12425.1;1;3001.0
21;6;20;1;6;3;0.0;72.9;0.0;0.29;2.076261043548584;12425.1;12425.1;7207.56;7186.4;12425.1;1;1.0
22;7;20;1;6;3;0.01;72.88;0.0;0.29;0.5173399448394775;12425.1;12424.03;7207.56;7186.4;12425.1;1;1.0
23;8;20;1;6;3;0.0;72.9;0.0;6.39;0.7332119941711426;12425.1;12425.1;7645.27;7186.4;12425.1;1;1.0
24;1;20;1;6;4;0.0;0.0;60.28;35.62;6.493384122848512;6394.68;6394.67;4116.93;6394.68;10249.48;1;1073.0
25;2;20;1;6;4;0.0;60.28;0.0;22.59;63.94345998764038;10249.48;10249.48;4949.84;6394.68;10249.48;1;5166.0
26;3;20;1;6;4;0.0;60.28;0.0;17.36;65.38125205039978;10249.48;10249.48;5284.78;6394.68;10249.48;1;7375.0
27;4;20;1;6;4;0.0;60.28;0.0;22.59;43.218053102493286;10249.48;10249.48;4949.84;6394.68;10249.48;1;5850.0
28;5;20;1;6;4;0.0;60.28;0.0;22.59;68.92460584640503;10249.48;10249.48;4949.84;6394.68;10249.48;1;8492.0
29;6;20;1;6;4;0.0;60.28;0.0;1.37;3.4768259525299072;10249.48;10249.48;6482.57;6394.68;10249.48;1;89.0
30;7;20;1;6;4;0.0;60.28;0.0;1.37;0.7835829257965088;10249.48;10249.48;6482.57;6394.68;10249.48;1;1.0
31;8;20;1;6;4;0.0;60.28;0.0;4.54;1.2143440246582031;10249.48;10249.48;6685.06;6394.68;10249.48;1;1.0
32;1;20;1;6;5;0.0;0.0;73.13;48.47;20.42123794555664;8454.08;8454.08;4356.44;8454.08;14636.55;1;176320.0
33;2;20;1;6;5;0.0;73.13;0.0;36.51;84.75292992591858;14636.55;14636.55;5367.6;8454.08;14636.55;1;13815.0
34;3;20;1;6;5;0.0;73.13;0.0;27.04;85.5628731250763;14636.55;14636.55;6168.03;8454.08;14636.55;1;12155.0
35;4;20;1;6;5;0.0;73.13;0.0;36.51;89.36351013183594;14636.55;14636.55;5367.6;8454.08;14636.55;1;13638.0
36;5;20;1;6;5;0.0;73.13;0.0;36.51;110.55873703956604;14636.55;14636.55;5367.6;8454.08;14636.55;1;15572.0
37;6;20;1;6;5;0.0;73.13;0.0;16.98;4.316831111907959;14636.55;14636.55;7018.58;8454.08;14636.55;1;1326.0
38;7;20;1;6;5;0.0;73.13;0.0;16.98;1.005300998687744;14636.55;14636.55;7018.58;8454.08;14636.55;1;1.0
39;8;20;1;6;5;0.0;73.13;0.0;10.92;2.5028579235076904;14636.55;14636.55;7530.71;8454.08;14636.55;1;1.0
