;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;30;1;7;1;0.0;0.0;482.96;26.21;1.233036994934082;1321.5;1321.5;975.17;1321.5;7703.8;1;1.0
1;2;30;1;7;1;5.01;455.15;0.0;52.85;3600.083849906921;7703.8;7336.29;2019.95;1321.5;7703.8;0;137187.0
2;3;30;1;7;1;24.87;366.85;0.0;68.27;3600.0862050056458;7703.8;6169.41;2223.71;1321.5;7703.8;0;65195.0
3;4;30;1;7;1;29.5;384.31;7.05;52.85;3600.045563936233;8288.5;6400.14;2019.95;1321.5;7703.8;0;225410.0
4;5;30;1;7;1;9.24;433.63;0.0;52.85;3600.097878932953;7703.8;7051.9;2019.95;1321.5;7703.8;0;339858.0
5;6;30;1;7;1;0.0;482.96;0.0;111.65;40.32430911064147;7703.8;7703.8;2796.9;1321.5;7703.8;1;3453.0
6;7;30;1;7;1;0.01;482.9;0.0;111.65;20.970273971557614;7703.8;7703.04;2796.9;1321.5;7703.8;1;546.0
7;8;30;1;7;1;0.0;482.96;0.0;121.96;24.463742017745968;7703.8;7703.8;2933.24;1321.5;7703.8;1;566.0
8;1;30;1;7;2;0.0;0.0;325.95;48.73;2.458075046539306;1741.67;1741.67;893.0;1741.67;7418.57;1;1.0
9;2;30;1;7;2;0.0;325.95;0.0;62.24;1561.3671429157255;7418.57;7418.57;2825.62;1741.67;7418.57;1;42324.0
10;3;30;1;7;2;0.0;325.95;0.0;62.24;774.3093910217285;7418.57;7418.57;2825.62;1741.67;7418.57;1;31745.0
11;4;30;1;7;2;0.0;325.95;0.0;62.24;1045.004096031189;7418.57;7418.57;2825.62;1741.67;7418.57;1;53941.0
12;5;30;1;7;2;0.0;325.95;0.0;62.24;772.4611098766327;7418.57;7418.57;2825.62;1741.67;7418.57;1;45390.0
13;6;30;1;7;2;0.0;325.94;0.0;139.25;13.087888956069946;7418.57;7418.43;4166.89;1741.67;7418.57;1;342.0
14;7;30;1;7;2;0.0;325.95;0.0;139.25;7.073820114135742;7418.57;7418.57;4166.89;1741.67;7418.57;1;1.0
15;8;30;1;7;2;0.0;325.95;0.0;139.25;7.73619794845581;7418.57;7418.57;4166.89;1741.67;7418.57;1;1.0
16;1;30;1;7;3;0.0;0.0;355.8;14.72;1.1002089977264404;1558.33;1558.33;1328.92;1558.33;7102.93;1;1.0
17;2;30;1;7;3;0.0;355.8;0.0;111.07;3297.787397146225;7102.93;7102.93;3289.23;1558.33;7102.93;1;231287.0
18;3;30;1;7;3;0.0;355.8;0.0;112.99;2352.188684940338;7102.93;7102.93;3319.15;1558.33;7102.93;1;90449.0
19;4;30;1;7;3;0.0;355.8;0.0;111.07;3259.2111728191376;7102.93;7102.93;3289.23;1558.33;7102.93;1;155597.0
20;5;30;1;7;3;0.0;355.79;0.0;111.07;1305.5836260318754;7102.93;7102.67;3289.23;1558.33;7102.93;1;76418.0
21;6;30;1;7;3;0.0;355.8;0.0;191.92;19.759597063064575;7102.93;7102.93;4549.03;1558.33;7102.93;1;924.0
22;7;30;1;7;3;0.0;355.8;0.0;191.92;11.945313930511475;7102.93;7102.93;4549.03;1558.33;7102.93;1;319.0
23;8;30;1;7;3;0.0;355.8;0.0;198.59;25.26784610748291;7102.93;7102.93;4653.07;1558.33;7102.93;1;206.0
24;1;30;1;7;4;0.0;0.0;399.26;4.57;1.3600478172302246;1757.83;1757.83;1677.5;1757.83;8776.13;1;1.0
25;2;30;1;7;4;0.0;399.26;0.0;105.07;2311.2306599617004;8776.13;8776.13;3604.78;1757.83;8776.13;1;113515.0
26;3;30;1;7;4;0.0;399.26;0.0;109.41;2595.296159982681;8776.13;8776.13;3681.0;1757.83;8776.13;1;51485.0
27;4;30;1;7;4;0.0;399.26;0.0;105.07;2775.8733241558075;8776.13;8776.13;3604.78;1757.83;8776.13;1;100728.0
28;5;30;1;7;4;0.0;399.26;0.0;105.07;2435.155785083771;8776.13;8776.13;3604.78;1757.83;8776.13;1;85160.0
29;6;30;1;7;4;0.0;399.26;0.0;177.37;19.52713108062744;8776.13;8776.13;4875.75;1757.83;8776.13;1;574.0
30;7;30;1;7;4;0.01;399.22;0.0;177.37;13.922915935516356;8776.13;8775.43;4875.75;1757.83;8776.13;1;155.0
31;8;30;1;7;4;0.01;399.22;0.0;187.33;20.204587936401367;8776.13;8775.43;5050.83;1757.83;8776.13;1;219.0
32;1;30;1;7;5;0.0;0.0;885.49;24.25;1.2571380138397217;620.83;620.83;470.25;620.83;6118.23;1;1.0
33;2;30;1;7;5;0.0;885.49;0.0;190.4;2955.058162212372;6118.23;6118.23;1802.9;620.83;6118.23;1;47282.0
34;3;30;1;7;5;0.0;885.49;0.0;190.4;1460.1792161464691;6118.23;6118.23;1802.9;620.83;6118.23;1;71359.0
35;4;30;1;7;5;0.0;885.49;0.0;190.4;1865.9106290340424;6118.23;6118.23;1802.9;620.83;6118.23;1;143821.0
36;5;30;1;7;5;16.44;746.36;0.0;190.4;3600.077083110809;6118.23;5254.43;1802.9;620.83;6118.23;0;158133.0
37;6;30;1;7;5;0.0;885.49;0.0;343.17;32.131887912750244;6118.23;6118.23;2751.31;620.83;6118.23;1;2639.0
38;7;30;1;7;5;0.0;885.49;0.0;343.17;26.52402400970459;6118.23;6118.23;2751.31;620.83;6118.23;1;637.0
39;8;30;1;7;5;0.0;885.49;0.0;343.17;28.23232197761536;6118.23;6118.23;2751.31;620.83;6118.23;1;732.0
