;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;5;1;0.0;73.75;0.0;33.75;74.17880058288573;22.5;22.5;8.58;12.95;22.5;1;1631.0
1;2;20;1;5;1;0.0;73.75;0.0;33.82;61.72344779968262;22.5;22.5;8.57;12.95;22.5;1;1435.0
2;3;20;1;5;1;0.0;73.75;0.0;31.74;44.67156219482422;22.5;22.5;8.84;12.95;22.5;1;3529.0
3;4;20;1;5;1;0.0;73.75;0.0;33.75;59.45054626464844;22.5;22.5;8.58;12.95;22.5;1;1931.0
4;5;20;1;5;1;0.0;73.75;0.0;33.75;76.14318084716797;22.5;22.5;8.58;12.95;22.5;1;3025.0
5;6;20;1;5;1;0.0;73.75;0.0;12.97;3.5686988830566406;22.5;22.5;14.63;12.95;22.5;1;1072.0
6;7;20;1;5;1;0.0;73.75;0.0;12.97;3.574787139892578;22.5;22.5;14.63;12.95;22.5;1;778.0
7;8;20;1;5;1;0.0;73.75;0.0;15.68;2.791818618774414;22.5;22.5;14.98;12.95;22.5;1;706.0
8;1;20;1;5;2;0.0;60.68;0.0;28.07;56.06221961975098;32.86;32.86;14.71;20.45;32.86;1;1251.0
9;2;20;1;5;2;0.0;60.68;0.0;28.07;112.7695255279541;32.86;32.86;14.71;20.45;32.86;1;4559.0
10;3;20;1;5;2;0.0;60.68;0.0;25.67;51.88412094116211;32.86;32.86;15.2;20.45;32.86;1;1203.0
11;4;20;1;5;2;0.0;60.68;0.0;28.07;92.48211097717285;32.86;32.86;14.71;20.45;32.86;1;1763.0
12;5;20;1;5;2;0.0;60.68;0.0;28.07;45.02419853210449;32.86;32.86;14.71;20.45;32.86;1;1777.0
13;6;20;1;5;2;0.0;60.68;0.0;9.34;3.4186248779296875;32.86;32.86;22.36;20.45;32.86;1;936.0
14;7;20;1;5;2;0.0;60.68;0.0;9.34;2.3486251831054688;32.86;32.86;22.36;20.45;32.86;1;719.0
15;8;20;1;5;2;0.0;60.68;0.0;12.32;3.163671493530273;32.86;32.86;22.97;20.45;32.86;1;752.0
16;1;20;1;5;3;0.0;76.89;0.0;28.11;50.29574203491211;18.75;18.75;7.62;10.6;18.75;1;1163.0
17;2;20;1;5;3;0.0;76.89;0.0;28.11;156.81676101684567;18.75;18.75;7.62;10.6;18.75;1;7939.0
18;3;20;1;5;3;0.0;76.89;0.0;26.6;48.6241455078125;18.75;18.75;7.78;10.6;18.75;1;2248.0
19;4;20;1;5;3;0.0;76.89;0.0;28.11;53.39851570129394;18.75;18.75;7.62;10.6;18.75;1;1310.0
20;5;20;1;5;3;0.0;76.89;0.0;28.11;41.90626907348633;18.75;18.75;7.62;10.6;18.75;1;1563.0
21;6;20;1;5;3;0.0;76.89;0.0;18.58;2.726593017578125;18.75;18.75;12.57;10.6;18.75;1;259.0
22;7;20;1;5;3;0.0;76.89;0.0;18.58;0.8846912384033203;18.75;18.75;12.57;10.6;18.75;1;1.0
23;8;20;1;5;3;0.0;76.89;0.0;21.23;0.8464221954345703;18.75;18.75;12.85;10.6;18.75;1;1.0
24;1;20;1;5;4;0.0;52.22;0.0;46.04;71.26599693298341;20.93;20.93;7.42;13.75;20.93;1;1221.0
25;2;20;1;5;4;0.0;52.22;0.0;46.04;26.24890899658203;20.93;20.93;7.42;13.75;20.93;1;2730.0
26;3;20;1;5;4;0.0;52.22;0.0;38.76;25.45742034912109;20.93;20.93;8.42;13.75;20.93;1;1911.0
27;4;20;1;5;4;0.0;52.22;0.0;46.04;33.622005462646484;20.93;20.93;7.42;13.75;20.93;1;4506.0
28;5;20;1;5;4;0.0;52.22;0.0;46.04;50.68867111206055;20.93;20.93;7.42;13.75;20.93;1;2186.0
29;6;20;1;5;4;0.0;52.22;0.0;2.98;1.826709747314453;20.93;20.93;13.34;13.75;20.93;1;1.0
30;7;20;1;5;4;0.0;52.22;0.0;2.98;0.7563285827636719;20.93;20.93;13.34;13.75;20.93;1;1.0
31;8;20;1;5;4;0.0;52.22;0.0;2.18;0.80694580078125;20.93;20.93;14.05;13.75;20.93;1;1.0
32;1;20;1;5;5;0.0;78.58;0.0;14.8;23.29322624206543;22.68;22.68;10.82;12.7;22.68;1;2499.0
33;2;20;1;5;5;0.0;78.58;0.0;14.8;27.14237976074219;22.68;22.68;10.82;12.7;22.68;1;4502.0
34;3;20;1;5;5;0.0;78.58;0.0;12.2;23.167274475097656;22.68;22.68;11.15;12.7;22.68;1;4036.0
35;4;20;1;5;5;0.0;78.58;0.0;14.8;50.6982421875;22.68;22.68;10.82;12.7;22.68;1;1314.0
36;5;20;1;5;5;0.0;78.58;0.0;14.8;62.92173194885254;22.68;22.68;10.82;12.7;22.68;1;1619.0
37;6;20;1;5;5;0.0;78.58;0.0;31.73;1.3009357452392578;22.68;22.68;16.73;12.7;22.68;1;428.0
38;7;20;1;5;5;0.0;78.58;0.0;31.73;0.9462871551513672;22.68;22.68;16.73;12.7;22.68;1;1.0
39;8;20;1;5;5;0.0;78.58;0.0;32.76;0.8568096160888672;22.68;22.68;16.86;12.7;22.68;1;1.0
