;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;40;1;10;1;0.0;75.9;0.0;31.77;1930.7178993225095;14.67;14.67;5.69;8.34;14.67;1;7864.0
1;2;40;1;10;1;0.0;75.9;0.0;31.77;1902.888168334961;14.67;14.67;5.69;8.34;14.67;1;2975.0
2;3;40;1;10;1;40.67;27.94;2.27;29.38;3600.083694458008;15.01;10.67;5.89;8.34;14.67;0;2652.0
3;4;40;1;10;1;0.0;75.9;0.0;31.77;2885.824863433838;14.67;14.67;5.69;8.34;14.67;1;15385.0
4;5;40;1;10;1;0.0;75.9;0.0;31.77;1643.7799339294434;14.67;14.67;5.69;8.34;14.67;1;10632.0
5;6;40;1;10;1;0.0;75.9;0.0;18.11;15.098649978637695;14.67;14.67;9.85;8.34;14.67;1;1794.0
6;7;40;1;10;1;0.0;75.9;0.0;18.11;13.456399917602539;14.67;14.67;9.85;8.34;14.67;1;1596.0
7;8;40;1;10;1;0.0;75.9;0.0;20.86;13.317998886108398;14.67;14.67;10.08;8.34;14.67;1;1261.0
8;1;40;1;10;2;0.0;63.76;0.0;28.97;2150.581792831421;15.77;15.77;6.84;9.63;15.77;1;3558.0
9;2;40;1;10;2;0.0;63.76;0.0;28.97;2074.620029449463;15.77;15.77;6.84;9.63;15.77;1;1966.0
10;3;40;1;10;2;0.0;63.76;0.0;25.65;1685.3710765838625;15.77;15.77;7.16;9.63;15.77;1;2836.0
11;4;40;1;10;2;0.0;63.76;0.0;28.97;2176.665506362915;15.77;15.77;6.84;9.63;15.77;1;13678.0
12;5;40;1;10;2;0.0;63.76;0.0;28.97;1374.6572036743164;15.77;15.77;6.84;9.63;15.77;1;7647.0
13;6;40;1;10;2;0.0;63.76;0.0;14.12;21.268672943115234;15.77;15.77;10.99;9.63;15.77;1;3352.0
14;7;40;1;10;2;0.0;63.76;0.0;14.12;20.441057205200195;15.77;15.77;10.99;9.63;15.77;1;3694.0
15;8;40;1;10;2;0.0;63.76;0.0;17.13;10.59712028503418;15.77;15.77;11.28;9.63;15.77;1;834.0
16;1;40;1;10;3;0.0;68.16;0.0;33.33;1055.7055912017822;13.52;13.52;5.36;8.04;13.52;1;6087.0
17;2;40;1;10;3;0.0;68.16;0.0;33.33;1730.5381603240967;13.52;13.52;5.36;8.04;13.52;1;2609.0
18;3;40;1;10;3;0.0;68.16;0.0;29.48;2801.6478309631348;13.52;13.52;5.67;8.04;13.52;1;3161.0
19;4;40;1;10;3;0.0;68.16;0.0;33.33;2460.617021560669;13.52;13.52;5.36;8.04;13.52;1;25232.0
20;5;40;1;10;3;0.0;68.16;0.0;33.33;2295.1161193847656;13.52;13.52;5.36;8.04;13.52;1;25104.0
21;6;40;1;10;3;0.0;68.16;0.0;7.09;18.76821517944336;13.52;13.52;8.61;8.04;13.52;1;3067.0
22;7;40;1;10;3;0.0;68.16;0.0;7.09;16.829370498657227;13.52;13.52;8.61;8.04;13.52;1;1397.0
23;8;40;1;10;3;0.0;68.16;0.0;10.45;14.425323486328125;13.52;13.52;8.88;8.04;13.52;1;959.0
24;1;40;1;10;4;0.0;56.82;0.0;30.56;1178.18532371521;10.57;10.57;4.68;6.74;10.57;1;4974.0
25;2;40;1;10;4;0.0;56.82;0.0;30.56;1040.4043369293213;10.57;10.57;4.68;6.74;10.57;1;2382.0
26;3;40;1;10;4;0.0;56.82;0.0;28.78;868.7829418182373;10.57;10.57;4.8;6.74;10.57;1;1406.0
27;4;40;1;10;4;0.0;56.82;0.0;30.56;1315.7370738983154;10.57;10.57;4.68;6.74;10.57;1;4744.0
28;5;40;1;10;4;0.0;56.82;0.0;30.56;1349.6983489990234;10.57;10.57;4.68;6.74;10.57;1;5223.0
29;6;40;1;10;4;0.0;56.82;0.0;5.93;22.519512176513672;10.57;10.57;7.14;6.74;10.57;1;5592.0
30;7;40;1;10;4;0.0;56.82;0.0;5.93;9.595855712890623;10.57;10.57;7.14;6.74;10.57;1;984.0
31;8;40;1;10;4;0.0;56.82;0.0;11.87;7.1743812561035165;10.57;10.57;7.54;6.74;10.57;1;560.0
32;1;40;1;10;5;0.0;67.37;0.0;30.09;1973.6212196350095;15.13;15.13;6.32;9.04;15.13;1;4076.0
33;2;40;1;10;5;0.0;67.37;0.0;30.09;1546.056797027588;15.13;15.13;6.32;9.04;15.13;1;2358.0
34;3;40;1;10;5;0.0;67.37;0.0;28.65;1925.98828125;15.13;15.13;6.45;9.04;15.13;1;2593.0
35;4;40;1;10;5;0.0;67.37;0.0;30.09;1821.318857192993;15.13;15.13;6.32;9.04;15.13;1;9771.0
36;5;40;1;10;5;0.0;67.37;0.0;30.09;1853.9484405517576;15.13;15.13;6.32;9.04;15.13;1;8298.0
37;6;40;1;10;5;0.0;67.37;0.0;11.28;26.61445426940918;15.13;15.13;10.06;9.04;15.13;1;5044.0
38;7;40;1;10;5;0.0;67.37;0.0;11.28;17.97370147705078;15.13;15.13;10.06;9.04;15.13;1;2688.0
39;8;40;1;10;5;0.0;67.37;0.0;12.28;13.111465454101562;15.13;15.13;10.15;9.04;15.13;1;1083.0
