;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;6;1;0.0;60.1;0.0;50.0;42.42232322692871;16.17;16.17;5.05;10.1;16.17;1;1353.0
1;2;20;1;6;1;0.0;60.1;0.0;50.0;48.0403003692627;16.17;16.17;5.05;10.1;16.17;1;1254.0
2;3;20;1;6;1;0.0;60.1;0.0;47.33;44.36689186096192;16.17;16.17;5.32;10.1;16.17;1;2969.0
3;4;20;1;6;1;0.0;60.1;0.0;50.0;44.125885009765625;16.17;16.17;5.05;10.1;16.17;1;1431.0
4;5;20;1;6;1;0.0;60.1;0.0;50.0;43.68568801879883;16.17;16.17;5.05;10.1;16.17;1;1566.0
5;6;20;1;6;1;0.0;60.1;0.0;17.52;3.0750637054443364;16.17;16.17;8.33;10.1;16.17;1;1185.0
6;7;20;1;6;1;0.0;60.1;0.0;17.52;2.8222007751464844;16.17;16.17;8.33;10.1;16.17;1;631.0
7;8;20;1;6;1;0.0;60.1;0.0;11.29;2.875350952148437;16.17;16.17;8.96;10.1;16.17;1;436.0
8;1;20;1;6;2;0.0;61.19;0.0;32.54;21.65095329284668;14.91;14.91;6.24;9.25;14.91;1;5212.0
9;2;20;1;6;2;0.0;61.19;0.0;32.54;22.491130828857425;14.91;14.91;6.24;9.25;14.91;1;3860.0
10;3;20;1;6;2;0.0;61.19;0.0;29.08;15.825313568115234;14.91;14.91;6.56;9.25;14.91;1;2041.0
11;4;20;1;6;2;0.0;61.19;0.0;32.54;38.38025283813477;14.91;14.91;6.24;9.25;14.91;1;2217.0
12;5;20;1;6;2;0.0;61.19;0.0;32.54;18.90794563293457;14.91;14.91;6.24;9.25;14.91;1;1326.0
13;6;20;1;6;2;0.0;61.19;0.0;8.76;2.116308212280273;14.91;14.91;10.06;9.25;14.91;1;115.0
14;7;20;1;6;2;0.0;61.19;0.0;8.76;1.0060443878173828;14.91;14.91;10.06;9.25;14.91;1;1.0
15;8;20;1;6;2;0.0;61.19;0.0;14.16;0.7555465698242188;14.91;14.91;10.56;9.25;14.91;1;1.0
16;1;20;1;6;3;0.0;55.56;0.0;42.05;53.0645751953125;23.49;23.49;8.75;15.1;23.49;1;1417.0
17;2;20;1;6;3;0.0;55.56;0.0;42.05;51.90856170654297;23.49;23.49;8.75;15.1;23.49;1;1217.0
18;3;20;1;6;3;0.0;55.56;0.0;34.24;52.78757286071777;23.49;23.49;9.93;15.1;23.49;1;1305.0
19;4;20;1;6;3;0.0;55.56;0.0;42.05;1025.698408126831;23.49;23.49;8.75;15.1;23.49;1;94205.0
20;5;20;1;6;3;0.0;55.56;0.0;42.05;65.75022125244139;23.49;23.49;8.75;15.1;23.49;1;2831.0
21;6;20;1;6;3;0.0;55.56;0.0;4.04;2.8681545257568364;23.49;23.49;14.49;15.1;23.49;1;1196.0
22;7;20;1;6;3;0.0;55.56;0.0;4.04;1.7746543884277344;23.49;23.49;14.49;15.1;23.49;1;518.0
23;8;20;1;6;3;0.0;55.56;0.0;4.77;1.610738754272461;23.49;23.49;15.82;15.1;23.49;1;338.0
24;1;20;1;6;4;0.0;69.29;0.0;36.62;45.40576934814453;27.51;27.51;10.3;16.25;27.51;1;1396.0
25;2;20;1;6;4;0.0;69.29;0.0;36.62;79.77338790893555;27.51;27.51;10.3;16.25;27.51;1;1571.0
26;3;20;1;6;4;0.0;69.29;0.0;28.62;68.03591346740723;27.51;27.51;11.6;16.25;27.51;1;1318.0
27;4;20;1;6;4;0.0;69.29;0.0;36.62;56.69403839111328;27.51;27.51;10.3;16.25;27.51;1;2219.0
28;5;20;1;6;4;0.0;69.29;0.0;36.62;70.4961051940918;27.51;27.51;10.3;16.25;27.51;1;3162.0
29;6;20;1;6;4;0.0;69.29;0.0;3.51;5.412811279296875;27.51;27.51;16.82;16.25;27.51;1;4209.0
30;7;20;1;6;4;0.0;69.29;0.0;3.51;3.3595752716064453;27.51;27.51;16.82;16.25;27.51;1;1825.0
31;8;20;1;6;4;0.0;69.29;0.0;7.63;3.9272708892822266;27.51;27.51;17.49;16.25;27.51;1;946.0
32;1;20;1;6;5;0.0;77.94;0.0;33.21;42.512977600097656;23.31;23.31;8.75;13.1;23.31;1;1269.0
33;2;20;1;6;5;0.0;77.94;0.0;33.21;348.99762535095215;23.31;23.31;8.75;13.1;23.31;1;29951.0
34;3;20;1;6;5;0.0;77.94;0.0;29.62;98.33765411376952;23.31;23.31;9.22;13.1;23.31;1;4064.0
35;4;20;1;6;5;0.0;77.94;0.0;33.21;33.971778869628906;23.31;23.31;8.75;13.1;23.31;1;1173.0
36;5;20;1;6;5;0.0;77.94;0.0;33.21;48.20399475097656;23.31;23.31;8.75;13.1;23.31;1;1415.0
37;6;20;1;6;5;0.0;77.94;0.0;8.78;2.956157684326172;23.31;23.31;14.25;13.1;23.31;1;295.0
38;7;20;1;6;5;0.0;77.94;0.0;8.78;1.006696701049805;23.31;23.31;14.25;13.1;23.31;1;1.0
39;8;20;1;6;5;0.0;77.94;0.0;15.95;1.597856521606445;23.31;23.31;15.19;13.1;23.31;1;224.0
