;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;10;1;0.0;80.31;0.0;21.67;63.06674003601074;12.73;12.73;5.53;7.06;12.73;1;2929.0
1;2;20;1;10;1;0.0;80.31;0.0;21.67;51.11688613891602;12.73;12.73;5.53;7.06;12.73;1;2453.0
2;3;20;1;10;1;0.0;80.31;0.0;19.26;36.57805824279785;12.73;12.73;5.7;7.06;12.73;1;1284.0
3;4;20;1;10;1;0.0;80.31;0.0;21.67;83.92439460754396;12.73;12.73;5.53;7.06;12.73;1;5886.0
4;5;20;1;10;1;0.0;80.31;0.0;21.67;24.405649185180664;12.73;12.73;5.53;7.06;12.73;1;1113.0
5;6;20;1;10;1;0.0;80.31;0.0;21.67;1.0755615234375;12.73;12.73;8.59;7.06;12.73;1;55.0
6;7;20;1;10;1;0.0;80.31;0.0;21.67;0.6747322082519531;12.73;12.73;8.59;7.06;12.73;1;1.0
7;8;20;1;10;1;0.0;80.31;0.0;28.05;0.6236152648925781;12.73;12.73;9.04;7.06;12.73;1;1.0
8;1;20;1;10;2;0.0;66.97;0.0;36.49;44.09539031982422;16.38;16.38;6.23;9.81;16.38;1;3251.0
9;2;20;1;10;2;0.0;66.97;0.0;36.49;32.606128692626946;16.38;16.38;6.23;9.81;16.38;1;7801.0
10;3;20;1;10;2;0.0;66.97;0.0;32.01;27.18473243713379;16.38;16.38;6.67;9.81;16.38;1;6125.0
11;4;20;1;10;2;0.0;66.97;0.0;36.49;29.997920989990234;16.38;16.38;6.23;9.81;16.38;1;2447.0
12;5;20;1;10;2;0.0;66.97;0.0;36.49;280.6107234954834;16.38;16.38;6.23;9.81;16.38;1;55515.0
13;6;20;1;10;2;0.0;66.97;0.0;7.44;2.8655357360839844;16.38;16.38;9.08;9.81;16.38;1;1689.0
14;7;20;1;10;2;0.0;66.97;0.0;7.44;0.8970394134521484;16.38;16.38;9.08;9.81;16.38;1;1.0
15;8;20;1;10;2;0.0;66.97;0.0;1.73;0.4715347290039063;16.38;16.38;9.64;9.81;16.38;1;1.0
16;1;20;1;10;3;0.0;39.18;0.0;33.5;29.43182182312012;14.21;14.21;6.79;10.21;14.21;1;1322.0
17;2;20;1;10;3;0.0;39.18;0.0;33.5;29.55459213256836;14.21;14.21;6.79;10.21;14.21;1;4203.0
18;3;20;1;10;3;0.0;39.18;0.0;31.15;32.984237670898445;14.21;14.21;7.03;10.21;14.21;1;1271.0
19;4;20;1;10;3;0.0;39.18;0.0;33.5;25.70910453796387;14.21;14.21;6.79;10.21;14.21;1;1163.0
20;5;20;1;10;3;0.0;39.18;0.0;33.5;26.255430221557614;14.21;14.21;6.79;10.21;14.21;1;2303.0
21;6;20;1;10;3;0.0;39.18;0.0;4.8;0.5044307708740234;14.21;14.21;9.72;10.21;14.21;1;1.0
22;7;20;1;10;3;0.0;39.18;0.0;4.8;0.4328689575195313;14.21;14.21;9.72;10.21;14.21;1;1.0
23;8;20;1;10;3;0.0;39.18;0.0;2.74;0.2523899078369141;14.21;14.21;9.93;10.21;14.21;1;1.0
24;1;20;1;10;4;0.0;51.24;0.0;26.3;16.995235443115234;12.19;12.19;5.94;8.06;12.19;1;2677.0
25;2;20;1;10;4;0.0;51.24;0.0;26.3;24.13768577575684;12.19;12.19;5.94;8.06;12.19;1;3525.0
26;3;20;1;10;4;0.0;51.24;0.0;20.1;26.3997745513916;12.19;12.19;6.44;8.06;12.19;1;2949.0
27;4;20;1;10;4;0.0;51.24;0.0;26.3;22.2199764251709;12.19;12.19;5.94;8.06;12.19;1;1515.0
28;5;20;1;10;4;0.0;51.24;0.0;26.3;18.15030670166016;12.19;12.19;5.94;8.06;12.19;1;2610.0
29;6;20;1;10;4;0.0;51.24;0.0;8.19;0.5647029876708984;12.19;12.19;8.72;8.06;12.19;1;1.0
30;7;20;1;10;4;0.0;51.24;0.0;8.19;0.27203941345214844;12.19;12.19;8.72;8.06;12.19;1;1.0
31;8;20;1;10;4;0.0;51.24;0.0;10.05;0.2313823699951172;12.19;12.19;8.87;8.06;12.19;1;1.0
32;1;20;1;10;5;0.0;81.87;0.0;21.74;44.0089111328125;21.17;21.17;9.11;11.64;21.17;1;4008.0
33;2;20;1;10;5;0.0;81.87;0.0;21.74;46.946678161621094;21.17;21.17;9.11;11.64;21.17;1;1223.0
34;3;20;1;10;5;0.0;81.87;0.0;17.61;41.05670928955078;21.17;21.17;9.59;11.64;21.17;1;1253.0
35;4;20;1;10;5;0.0;81.87;0.0;21.74;83.45764732360841;21.17;21.17;9.11;11.64;21.17;1;21051.0
36;5;20;1;10;5;0.0;81.87;0.0;21.74;683.1668968200684;21.17;21.17;9.11;11.64;21.17;1;83931.0
37;6;20;1;10;5;0.0;81.87;0.0;18.3;12.890987396240234;21.17;21.17;13.77;11.64;21.17;1;12457.0
38;7;20;1;10;5;0.0;81.87;0.0;18.3;2.5466480255126958;21.17;21.17;13.77;11.64;21.17;1;187.0
39;8;20;1;10;5;0.0;81.87;0.0;22.42;1.1070213317871094;21.17;21.17;14.25;11.64;21.17;1;43.0
