;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;30;1;10;1;0.0;72.54;0.0;37.45;193.2675552368164;12.44;12.44;4.51;7.21;12.44;1;1890.0
1;2;30;1;10;1;0.0;72.54;0.0;37.45;145.38746643066406;12.44;12.44;4.51;7.21;12.44;1;1216.0
2;3;30;1;10;1;0.0;72.54;0.0;31.35;231.9103374481201;12.44;12.44;4.95;7.21;12.44;1;2345.0
3;4;30;1;10;1;0.0;72.54;0.0;37.45;247.79545974731445;12.44;12.44;4.51;7.21;12.44;1;1899.0
4;5;30;1;10;1;0.0;72.54;0.0;37.45;207.9910926818848;12.44;12.44;4.51;7.21;12.44;1;1157.0
5;6;30;1;10;1;0.0;72.54;0.0;3.33;5.574176788330078;12.44;12.44;7.45;7.21;12.44;1;482.0
6;7;30;1;10;1;0.0;72.54;0.0;3.33;2.5150680541992188;12.44;12.44;7.45;7.21;12.44;1;1.0
7;8;30;1;10;1;0.0;72.54;0.0;7.63;4.818849563598633;12.44;12.44;7.76;7.21;12.44;1;64.0
8;1;30;1;10;2;0.0;76.52;0.0;33.77;254.13172340393064;12.18;12.18;4.57;6.9;12.18;1;4822.0
9;2;30;1;10;2;0.0;76.52;0.0;33.77;201.83786010742188;12.18;12.18;4.57;6.9;12.18;1;1529.0
10;3;30;1;10;2;0.0;76.52;0.0;29.28;208.0631256103516;12.18;12.18;4.88;6.9;12.18;1;1460.0
11;4;30;1;10;2;0.0;76.52;0.0;33.77;404.6151790618897;12.18;12.18;4.57;6.9;12.18;1;13339.0
12;5;30;1;10;2;0.0;76.52;0.0;33.77;1116.0552444458008;12.18;12.18;4.57;6.9;12.18;1;15874.0
13;6;30;1;10;2;0.0;76.52;0.0;6.81;11.64411163330078;12.18;12.18;7.37;6.9;12.18;1;6298.0
14;7;30;1;10;2;0.0;76.52;0.0;6.81;6.1252803802490225;12.18;12.18;7.37;6.9;12.18;1;1253.0
15;8;30;1;10;2;0.0;76.52;0.0;11.01;7.078327178955077;12.18;12.18;7.66;6.9;12.18;1;554.0
16;1;30;1;10;3;0.0;58.85;0.0;33.85;162.1748008728027;10.23;10.23;4.26;6.44;10.23;1;1592.0
17;2;30;1;10;3;0.0;58.85;0.0;33.85;172.67751693725586;10.23;10.23;4.26;6.44;10.23;1;1661.0
18;3;30;1;10;3;0.0;58.85;0.0;31.37;236.84544563293457;10.23;10.23;4.42;6.44;10.23;1;2368.0
19;4;30;1;10;3;0.0;58.85;0.0;33.85;220.28954696655273;10.23;10.23;4.26;6.44;10.23;1;2858.0
20;5;30;1;10;3;0.0;58.85;0.0;33.85;245.29564094543457;10.23;10.23;4.26;6.44;10.23;1;2203.0
21;6;30;1;10;3;0.0;58.85;0.0;9.78;5.485641479492188;10.23;10.23;7.07;6.44;10.23;1;772.0
22;7;30;1;10;3;0.0;58.85;0.0;9.78;3.53253173828125;10.23;10.23;7.07;6.44;10.23;1;532.0
23;8;30;1;10;3;0.0;58.85;0.0;11.18;4.8450584411621085;10.23;10.23;7.16;6.44;10.23;1;254.0
24;1;30;1;10;4;0.0;47.38;0.0;37.65;212.59344482421875;10.14;10.14;4.29;6.88;10.14;1;2301.0
25;2;30;1;10;4;0.0;47.38;0.0;37.65;171.37202262878418;10.14;10.14;4.29;6.88;10.14;1;1565.0
26;3;30;1;10;4;0.0;47.38;0.0;33.43;134.45152282714844;10.14;10.14;4.58;6.88;10.14;1;1248.0
27;4;30;1;10;4;0.0;47.38;0.0;37.65;332.2854652404785;10.14;10.14;4.29;6.88;10.14;1;3647.0
28;5;30;1;10;4;0.0;47.38;0.0;37.65;162.7923412322998;10.14;10.14;4.29;6.88;10.14;1;1345.0
29;6;30;1;10;4;0.0;47.38;0.0;4.8;4.360685348510741;10.14;10.14;6.55;6.88;10.14;1;225.0
30;7;30;1;10;4;0.0;47.38;0.0;4.8;4.375261306762694;10.14;10.14;6.55;6.88;10.14;1;339.0
31;8;30;1;10;4;0.0;47.38;0.0;1.16;3.438892364501953;10.14;10.14;6.96;6.88;10.14;1;79.0
32;1;30;1;10;5;0.0;73.11;0.0;32.29;252.47278022766116;14.42;14.42;5.64;8.33;14.42;1;1789.0
33;2;30;1;10;5;0.0;73.11;0.0;32.29;343.80539512634283;14.42;14.42;5.64;8.33;14.42;1;2975.0
34;3;30;1;10;5;0.0;73.11;0.0;27.85;251.7933826446533;14.42;14.42;6.01;8.33;14.42;1;2089.0
35;4;30;1;10;5;0.0;73.11;0.0;32.29;325.93561935424805;14.42;14.42;5.64;8.33;14.42;1;22803.0
36;5;30;1;10;5;0.0;73.11;0.0;32.29;1153.9211349487305;14.42;14.42;5.64;8.33;14.42;1;19184.0
37;6;30;1;10;5;0.0;73.11;0.0;5.88;22.39651870727539;14.42;14.42;8.82;8.33;14.42;1;6974.0
38;7;30;1;10;5;0.0;73.11;0.0;5.88;7.29798698425293;14.42;14.42;8.82;8.33;14.42;1;1382.0
39;8;30;1;10;5;0.0;73.11;0.0;10.44;7.766679763793945;14.42;14.42;9.2;8.33;14.42;1;1113.0
