1;1;4.000516891479492;7.06111111111111;7.06111111111111;5.533333333333333;1;318.0
1;2;5.64161491394043;7.061111111111112;7.061111111111112;5.533333333333337;1;350.0
2;1;3.2042274475097656;9.805555555555555;9.805555555555555;6.233333333333333;1;241.0
2;2;5.125864028930664;9.805555555555555;9.805555555555554;6.233333333333335;1;1662.0
3;1;8.304750442504883;10.211111111111112;10.21111111111111;6.78888888888889;1;1066.0
3;2;13.455179214477539;10.211111111111112;10.21111111111111;6.78888888888889;1;1954.0
4;1;3.5936317443847656;8.06111111111111;8.06111111111111;5.9388888888888935;1;1.0
4;2;4.2654876708984375;8.06111111111111;8.06111111111111;5.938888888888891;1;168.0
5;1;2.916078567504883;11.63888888888889;11.63888888888889;9.105555555555554;1;415.0
5;2;6.251241683959961;11.638888888888888;11.638888888888888;9.105555555555556;1;287.0
