;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;50;1;25;1;0.0;0.0;0.0;19.56;260.8679428100586;5.01;5.01;4.03;5.01;5.01;1;16498.0
1;2;50;1;25;1;0.0;0.0;0.0;19.56;230.0850963592529;5.01;5.01;4.03;5.01;5.01;1;1916.0
2;1;50;1;25;2;0.0;0.0;0.0;25.32;128.28007698059082;3.87;3.87;2.89;3.87;3.87;1;1.0
3;2;50;1;25;2;0.0;0.0;0.0;26.1;160.65529823303225;3.87;3.87;2.86;3.87;3.87;1;1101.0
4;1;50;1;25;3;0.0;0.0;0.0;28.4;44.79565238952637;3.38;3.38;2.42;3.38;3.38;1;42.0
5;2;50;1;25;3;0.0;0.0;0.0;28.4;164.10438919067386;3.38;3.38;2.42;3.38;3.38;1;1162.0
6;1;50;1;25;4;0.0;0.0;0.0;25.71;59.3419075012207;4.2;4.2;3.12;4.2;4.2;1;1.0
7;2;50;1;25;4;0.0;0.0;0.0;25.71;754.8597583770752;4.2;4.2;3.12;4.2;4.2;1;15736.0
8;1;50;1;25;5;0.0;0.0;0.0;27.51;95.41576766967772;4.69;4.69;3.4;4.69;4.69;1;279.0
9;2;50;1;25;5;0.0;0.0;0.0;27.51;526.8817749023439;4.69;4.69;3.4;4.69;4.69;1;2262.0
