;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;20;1;10;1;0.0;0.0;0.0;21.67;4.000516891479491;7.06;7.06;5.53;7.06;7.06;1;318.0
1;2;20;1;10;1;0.0;0.0;0.0;21.67;5.64161491394043;7.06;7.06;5.53;7.06;7.06;1;350.0
2;1;20;1;10;2;0.0;0.0;0.0;36.49;3.2042274475097656;9.81;9.81;6.23;9.81;9.81;1;241.0
3;2;20;1;10;2;0.0;0.0;0.0;36.49;5.125864028930664;9.81;9.81;6.23;9.81;9.81;1;1662.0
4;1;20;1;10;3;0.0;0.0;0.0;33.5;8.304750442504883;10.21;10.21;6.79;10.21;10.21;1;1066.0
5;2;20;1;10;3;0.0;0.0;0.0;33.5;13.455179214477539;10.21;10.21;6.79;10.21;10.21;1;1954.0
6;1;20;1;10;4;0.0;0.0;0.0;26.3;3.5936317443847656;8.06;8.06;5.94;8.06;8.06;1;1.0
7;2;20;1;10;4;0.0;0.0;0.0;26.3;4.2654876708984375;8.06;8.06;5.94;8.06;8.06;1;168.0
8;1;20;1;10;5;0.0;0.0;0.0;21.74;2.9160785675048833;11.64;11.64;9.11;11.64;11.64;1;415.0
9;2;20;1;10;5;0.0;0.0;0.0;21.74;6.251241683959961;11.64;11.64;9.11;11.64;11.64;1;287.0
