;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;40;1;20;1;0.0;0.0;0.0;26.54;61.2012882232666;4.71;4.71;3.46;4.71;4.71;1;1844.0
1;2;40;1;20;1;0.0;0.0;0.0;26.54;200.81538963317868;4.71;4.71;3.46;4.71;4.71;1;5411.0
2;1;40;1;20;2;0.0;0.0;0.0;25.0;78.6499137878418;5.16;5.16;3.87;5.16;5.16;1;6386.0
3;2;40;1;20;2;0.0;0.0;0.0;25.0;259.4812660217285;5.16;5.16;3.87;5.16;5.16;1;4160.0
4;1;40;1;20;3;0.0;0.0;0.0;23.11;99.14087295532228;4.76;4.76;3.66;4.76;4.76;1;1595.0
5;2;40;1;20;3;0.0;0.0;0.0;23.11;85.45368194580078;4.76;4.76;3.66;4.76;4.76;1;1432.0
6;1;40;1;20;4;0.0;0.0;0.0;24.07;224.84307479858398;4.86;4.86;3.69;4.86;4.86;1;10871.0
7;2;40;1;20;4;0.0;0.0;0.0;24.07;299.02026939392084;4.86;4.86;3.69;4.86;4.86;1;6877.0
8;1;40;1;20;5;0.0;0.0;0.0;21.44;27.42889976501465;4.99;4.99;3.92;4.99;4.99;1;849.0
9;2;40;1;20;5;0.0;0.0;0.0;21.44;826.4577980041504;4.99;4.99;3.92;4.99;4.99;1;42883.0
