;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;60;1;30;1;2.62;2.55;0.0;26.63;3600.453147888184;3.53;3.44;2.59;3.53;3.53;0;86335.0
1;2;60;1;30;1;4.75;4.53;0.0;26.63;3600.113208770752;3.53;3.37;2.59;3.53;3.53;0;11309.0
2;1;60;1;30;2;0.0;0.0;0.0;20.85;401.4178314208984;3.07;3.07;2.43;3.07;3.07;1;7833.0
3;2;60;1;30;2;0.0;0.0;0.0;20.85;543.1050891876222;3.07;3.07;2.43;3.07;3.07;1;1880.0
4;1;60;1;30;3;0.0;0.0;0.0;24.64;252.23467445373532;3.45;3.45;2.6;3.45;3.45;1;5712.0
5;2;60;1;30;3;0.0;0.0;0.0;24.64;1459.1831817626953;3.45;3.45;2.6;3.45;3.45;1;7295.0
6;1;60;1;30;4;0.0;0.0;0.0;28.76;2548.881931304932;3.72;3.72;2.65;3.72;3.72;1;23010.0
7;2;60;1;30;4;2.76;2.69;0.0;28.76;3600.076072692871;3.72;3.62;2.65;3.72;3.72;0;7893.0
8;1;60;1;30;5;0.0;0.0;0.0;22.89;325.8554859161377;3.8;3.8;2.93;3.8;3.8;1;1115.0
9;2;60;1;30;5;2.7;2.63;0.0;22.89;3600.075538635254;3.8;3.7;2.93;3.8;3.8;0;13983.0
