;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;50;1;16;1;0.0;0.0;0.0;20.2;230.73805618286133;6.09;6.09;4.86;6.09;6.09;1;177.0
1;2;50;1;16;1;0.0;0.0;0.0;20.2;1333.91233253479;6.09;6.09;4.86;6.09;6.09;1;4187.0
2;1;50;1;16;2;0.0;0.0;0.0;30.49;592.8147621154785;6.1;6.1;4.24;6.1;6.1;1;528.0
3;2;50;1;16;2;0.0;0.0;0.0;30.49;900.5142688751221;6.1;6.1;4.24;6.1;6.1;1;403.0
4;1;50;1;16;3;0.0;0.0;0.0;30.0;1267.7250061035154;5.5;5.5;3.85;5.5;5.5;1;3343.0
5;2;50;1;16;3;0.0;0.0;0.0;30.0;1109.8947067260742;5.5;5.5;3.85;5.5;5.5;1;2499.0
6;1;50;1;16;4;0.0;0.0;0.0;25.69;188.85123825073242;5.06;5.06;3.76;5.06;5.06;1;1.0
7;2;50;1;16;4;0.0;0.0;0.0;25.69;412.2532844543457;5.06;5.06;3.76;5.06;5.06;1;1559.0
8;1;50;1;16;5;0.0;0.0;0.0;26.52;486.4540481567383;5.58;5.58;4.1;5.58;5.58;1;732.0
9;2;50;1;16;5;0.0;0.0;0.0;26.52;388.8424224853516;5.58;5.58;4.1;5.58;5.58;1;671.0
