;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;40;1;10;1;0.0;0.0;0.0;31.77;369.34181785583496;8.34;8.34;5.69;8.34;8.34;1;1808.0
1;2;40;1;10;1;0.0;0.0;0.0;31.77;715.2595691680908;8.34;8.34;5.69;8.34;8.34;1;1363.0
2;1;40;1;10;2;0.0;0.0;0.0;28.97;324.3826274871826;9.63;9.63;6.84;9.63;9.63;1;1080.0
3;2;40;1;10;2;0.0;0.0;0.0;28.97;1539.9437980651855;9.63;9.63;6.84;9.63;9.63;1;2489.0
4;1;40;1;10;3;0.0;0.0;0.0;33.33;716.055341720581;8.04;8.04;5.36;8.04;8.04;1;4400.0
5;2;40;1;10;3;0.0;0.0;0.0;33.33;1195.3911476135256;8.04;8.04;5.36;8.04;8.04;1;5815.0
6;1;40;1;10;4;0.0;0.0;0.0;30.56;377.463960647583;6.74;6.74;4.68;6.74;6.74;1;842.0
7;2;40;1;10;4;0.0;0.0;0.0;30.56;570.855504989624;6.74;6.74;4.68;6.74;6.74;1;5583.0
8;1;40;1;10;5;0.0;0.0;0.0;30.09;239.8971538543701;9.04;9.04;6.32;9.04;9.04;1;363.0
9;2;40;1;10;5;0.0;0.0;0.0;30.09;1516.5343952178955;9.04;9.04;6.32;9.04;9.04;1;7926.0
