1;1;3600.0601890087128;7.781666666666666;4.524814814814808;4.524814814814808;0;NO;1614;
1;2;3602.6328563690186;7.189999999999987;1.2600000000000007;4.524814814814813;0;129039.0;41419;
2;1;3600.04989695549;8.148333333333333;3.338809523809522;3.338809523809522;0;NO;2400;
2;2;3601.8963565826416;7.686666666666728;0.9600000000000007;3.3388095238095232;0;121722.0;37803;
3;1;3600.05126953125;5.658333333333333;2.8186111111111094;2.8186111111111094;0;NO;2082;
3;2;3602.4782009124756;5.323333333333332;0.7000000000000004;2.81861111111111;0;109512.0;38814;
4;1;3600.05051445961;6.985;3.6583333333333314;3.6583333333333314;0;NO;1257;
4;2;3602.3627586364746;6.481666666666749;0.9000000000000006;3.6583333333333337;0;130755.0;39565;
5;1;3600.0882608890533;8.851666666666667;4.019545454545452;4.019545454545452;0;NO;2284;
5;2;3600.9699058532715;7.871666666666634;1.0800000000000003;4.0195454545454545;0;116985.0;33685;
