1;1;3600.0349855422974;11.245454545454546;5.561212121212116;5.561212121212116;0;NO;879;
1;2;3600.710874557495;10.081818181818154;2.760000000000002;5.561212121212123;0;345114.0;15699;
2;1;3600.052759170532;9.212727272727273;4.956666666666662;4.956666666666662;0;NO;695;
2;2;3600.35671043396;8.049090909090905;2.9887500000000022;4.956666666666669;0;253910.0;15339;
3;1;3600.04988694191;12.132727272727273;5.005227272727271;5.005227272727271;0;NO;754;
3;2;3600.4271450042725;9.605449870129908;2.9200000000000013;5.005227272727274;0;288196.0;13885;
4;1;3600.057042360306;13.536363636363637;5.054185606060604;5.054185606060604;0;NO;634;
4;2;3600.2558250427246;11.474545454545455;2.9800000000000013;5.054185606060603;0;341100.0;14718;
5;1;3600.071311235428;12.534545454545455;5.34939393939394;5.34939393939394;0;NO;690;
5;2;3600.806583404541;11.018181818181585;3.160000000000002;5.349393939393939;0;326629.0;12702;
