1;1;3600.0321905612946;7.446052631578947;4.0236842105263175;4.0236842105263175;0;NO;1265;
1;2;3601.254514694214;7.074999999999906;1.0750000000000006;4.023684210526316;0;162359.0;36860;
2;1;3600.052643060684;8.828947368421051;4.461842105263159;4.461842105263159;0;NO;3545;
2;2;3601.245445251465;8.696052631579002;1.2500000000000002;4.461842105263159;0;156709.0;40433;
3;1;3600.0564861297607;6.886842105263158;4.062746710526318;4.062746710526318;0;NO;1734;
3;2;3600.5972747802734;6.565789473684201;1.1750000000000007;4.057565789473684;0;167348.0;40230;
4;1;3600.0670762062073;8.407894736842104;4.193859649122809;4.193859649122809;0;NO;1394;
4;2;3601.015989303589;7.6381578947368745;1.291666666666667;4.193859649122807;0;175899.0;40386;
5;1;3600.050006389618;8.089473684210526;4.298496240601502;4.298496240601502;0;NO;2898;
5;2;3600.7345581054688;7.246052631578871;1.3250000000000006;4.298496240601503;0;159958.0;45056;
