1;1;3600.0474858283997;8.057142857142857;4.324761904761907;4.324761904761907;0;NO;1748;
1;2;3600.788356781006;7.728571428571442;1.3000000000000007;4.324761904761903;0;211720.0;45562;
2;1;3600.0301587581635;10.371428571428572;4.868253968253964;4.868253968253964;0;NO;1308;
2;2;3600.681219100952;7.352380952380701;1.4333333333333336;4.868253968253968;0;231934.0;42602;
3;1;3600.05095410347;9.552380952380952;5.392857142857141;5.392857142857141;0;NO;1321;
3;2;3600.600534439087;7.571428571428559;1.866666666666668;5.392857142857143;0;189484.0;45244;
4;1;3600.01930642128;9.623809523809523;5.283333333333334;5.283333333333334;0;NO;1576;
4;2;3600.911027908325;9.128571428571444;1.4666666666666677;5.285238095238098;0;251307.0;43531;
5;1;3600.021460533142;9.257142857142856;5.263690476190477;5.263690476190477;0;NO;1862;
5;2;3600.8487796783447;9.071428571428546;1.508333333333333;5.263690476190476;0;210638.0;42717;
