1;1;3600.3481895923615;11.833333333333332;5.4645833333333345;5.4645833333333345;0;NO;137;
1;2;3601.7517833709717;10.658333333333324;2.48125;5.464583333333333;0;28760.0;2158;
2;1;3600.644406557083;13.141666666666666;5.795;5.795;0;NO;115;
2;2;3600.9980087280273;10.566666666666682;2.7250000000000005;5.794999999999999;0;87162.0;3003;
3;1;3600.2745962142944;11.733333333333333;4.938888888888892;4.938888888888892;0;NO;111;
3;2;3600.3804302215576;9.899999999999999;2.0937500000000004;4.938888888888894;0;47652.0;2700;
4;1;3600.7089409828186;9.191666666666666;4.867361111111112;4.867361111111112;0;NO;128;
4;2;3601.111862182617;9.16666666666669;2.025000000001832;4.8673611111111095;0;90955.0;2667;
5;1;3600.3256125450134;13.291666666666666;6.218402777777775;6.218402777777775;0;NO;103;
5;2;3600.357765197754;12.433333333333364;2.6000000000000005;6.218402777777774;0;96919.0;968;
