1;1;3600.0241088867188;14.05;9.33333333333333;9.33333333333333;0;NO;484;
1;2;3600.071189880371;12.949990637155185;11.750000000000002;9.333333333333332;0;904213.0;9516;
2;1;3600.0339789390564;23.5;16.788888888888888;16.788888888888888;0;NO;443;
2;2;3600.043035507202;20.450000000000003;13.75;16.788888888888884;0;733347.0;8692;
3;1;3600.0855169296265;11.8;8.820833333333338;8.820833333333338;0;NO;480;
3;2;1152.4302253723145;10.600000000000001;10.600000000000001;8.82083333333333;1;571996.0;6703;
4;1;3600.031627178192;13.75;9.730000000000004;9.730000000000004;0;NO;490;
4;2;3600.090867996216;13.749995666666194;10.700000000000001;9.730000000000002;0;1267277.0;8794;
5;1;3600.0806925296783;22.5;11.135000000000002;11.135000000000002;0;NO;354;
5;2;2759.209596633911;12.699999999999998;12.699999999999998;11.135;1;848565.0;9102;
