1;1;3600.025410890579;12.05;6.322499999999999;6.322499999999999;0;NO;688;
1;2;3600.2010498046875;10.899999999999999;5.500000000000001;6.322500000000001;0;653013.0;14927;
2;1;3600.025696992874;9.650000000000002;8.061111111111112;8.061111111111112;0;NO;541;
2;2;3600.3027954101562;9.25;7.700000000000003;8.06111111111111;0;813230.0;15836;
3;1;3600.0486154556274;16.0;11.025;11.025;0;NO;576;
3;2;3600.657440185547;15.250000000000007;8.700000000000001;11.025000000000002;0;725523.0;13674;
4;1;3600.0280752182007;19.05;12.075;12.075;0;NO;513;
4;2;3600.131393432617;17.150000000000006;8.9;12.075;0;578868.0;13126;
5;1;3600.0279150009155;16.0;10.757142857142856;10.757142857142856;0;NO;441;
5;2;3600.115098953247;13.099999999999994;9.294444444444448;10.757142857142858;0;550596.0;14293;
