1;1;3.811216354370117;3.333333333333333;3.333333333333333;2.4166666666666665;1;1.0
1;2;476.44412994384766;11.133333333333333;11.133333333333333;4.466666666666667;1;1622.0
1;3;348.3083324432373;11.133333333333331;11.133333333333331;4.5095238095238095;1;1392.0
1;4;735.3751754760742;11.133333333333333;11.133333333333333;4.466666666666667;1;5481.0
1;5;3600.1025199890137;11.566666666666666;10.300000000000004;4.466666666666667;0;136024.0
1;6;13.221260070800781;11.133333333333335;11.133333333333335;5.766666666666661;1;1676.0
1;7;6.002750396728516;11.133333333333335;11.133333333333335;5.766666666666661;1;414.0
1;8;8.016851425170898;11.133333333333336;11.133333333333335;5.889743589743583;1;176.0
2;1;3.1576576232910156;3.833333333333333;3.833333333333333;2.9999999999999996;1;1.0
2;2;531.6362590789795;12.433333333333332;12.433333333333332;6.083333333333331;1;3641.0
2;3;361.66066551208496;12.433333333333334;12.433333333333334;6.225396825396827;1;1231.0
2;4;369.9253921508789;12.433333333333334;12.433333333333332;6.083333333333338;1;2696.0
2;5;3600.2825622558594;12.966666666666665;12.133333333333333;6.083333333333338;0;114272.0
2;6;9.516590118408203;12.433333333333334;12.433333333333334;8.060256410256404;1;431.0
2;7;6.782888412475586;12.433333333333334;12.433333333333334;8.060256410256404;1;180.0
2;8;7.501373291015625;12.433333333333334;12.433333333333334;8.237834387834384;1;75.0
3;1;4.254526138305664;2.1666666666666665;2.1666666666666665;1.3333333333333333;1;1.0
3;2;513.0816459655762;10.633333333333333;10.633333333333333;3.691666666666666;1;2857.0
3;3;255.706148147583;10.633333333333335;10.633333333333333;3.927380952380953;1;2554.0
3;4;288.0543270111084;10.633333333333333;10.633333333333333;3.691666666666666;1;1489.0
3;5;242.77820587158203;10.633333333333333;10.633333333333333;3.691666666666666;1;1392.0
3;6;8.782472610473633;10.633333333333333;10.633333333333333;5.148461538461535;1;168.0
3;7;6.521099090576172;10.633333333333333;10.633333333333333;5.148461538461535;1;72.0
3;8;4.954402923583984;10.633333333333333;10.633333333333333;5.210256410256406;1;1.0
4;1;2.01556396484375;2.333333333333333;2.333333333333333;2.0;1;1.0
4;2;258.6687755584717;9.8;9.8;4.383333333333335;1;1211.0
4;3;239.1181297302246;9.799999999999999;9.799999999999999;4.433333333333332;1;896.0
4;4;233.10488891601562;9.8;9.8;4.383333333333333;1;2233.0
4;5;426.7031497955322;9.799999999999999;9.8;4.383333333333333;1;2979.0
4;6;5.845542907714844;9.8;9.8;5.849999999999994;1;19.0
4;7;2.2672481536865234;9.8;9.799999999999999;5.849999999999994;1;1.0
4;8;2.424448013305664;9.800000000000002;9.8;6.3990384615384555;1;1.0
5;1;3.6561355590820312;2.3333333333333335;2.333333333333333;1.7499999999999998;1;1.0
5;2;238.75016593933105;9.833333333333332;9.833333333333332;4.300000000000002;1;1198.0
5;3;196.53182792663574;9.833333333333334;9.833333333333332;4.5777777777777775;1;1183.0
5;4;240.97983169555664;9.833333333333332;9.833333333333332;4.299999999999999;1;1251.0
5;5;255.92664527893066;9.833333333333332;9.833333333333334;4.299999999999999;1;1685.0
5;6;7.265420913696289;9.833333333333336;9.833333333333336;5.967399267399261;1;56.0
5;7;4.35923957824707;9.833333333333336;9.833333333333336;5.967399267399261;1;1.0
5;8;4.124931335449219;9.833333333333336;9.833333333333336;6.196978021978014;1;1.0
