;Model;N;density;p;instance;gapUL;gapBUL;gapUBL;gapBUR;CPU;objU;objL;objR;Best objU;Best objL;optimality;Nodes explored
0;1;30;1;7;1;0.0;0.0;326.43;27.33;3.8112163543701167;3.33;3.33;2.42;3.33;14.2;1;1.0
1;2;30;1;7;1;0.0;234.23;27.58;34.23;476.44412994384766;11.13;11.13;4.47;3.33;14.2;1;1622.0
2;3;30;1;7;1;0.0;234.23;27.58;35.44;348.3083324432373;11.13;11.13;4.51;3.33;14.2;1;1392.0
3;4;30;1;7;1;0.0;234.23;27.58;34.23;735.3751754760742;11.13;11.13;4.47;3.33;14.2;1;5481.0
4;5;30;1;7;1;12.33;209.31;22.73;34.23;3600.1025199890137;11.57;10.3;4.47;3.33;14.2;0;136024.0
5;6;30;1;7;1;0.0;234.23;27.58;73.27;13.22126007080078;11.13;11.13;5.77;3.33;14.2;1;1676.0
6;7;30;1;7;1;0.0;234.23;27.58;73.27;6.0027503967285165;11.13;11.13;5.77;3.33;14.2;1;414.0
7;8;30;1;7;1;0.0;234.23;27.58;76.88;8.016851425170897;11.13;11.13;5.89;3.33;14.2;1;176.0
8;1;30;1;7;2;0.0;0.0;275.98;21.67;3.157657623291016;3.83;3.83;3.0;3.83;14.4;1;1.0
9;2;30;1;7;2;0.0;224.54;15.85;58.75;531.6362590789795;12.43;12.43;6.08;3.83;14.4;1;3641.0
10;3;30;1;7;2;0.0;224.54;15.85;62.66;361.66066551208496;12.43;12.43;6.23;3.83;14.4;1;1231.0
11;4;30;1;7;2;0.0;224.54;15.85;58.75;369.9253921508789;12.43;12.43;6.08;3.83;14.4;1;2696.0
12;5;30;1;7;2;6.92;216.71;11.03;58.75;3600.2825622558594;12.97;12.13;6.08;3.83;14.4;0;114272.0
13;6;30;1;7;2;0.0;224.54;15.85;110.44;9.516590118408203;12.43;12.43;8.06;3.83;14.4;1;431.0
14;7;30;1;7;2;0.0;224.54;15.85;110.44;6.782888412475586;12.43;12.43;8.06;3.83;14.4;1;180.0
15;8;30;1;7;2;0.0;224.54;15.85;115.14;7.501373291015625;12.43;12.43;8.24;3.83;14.4;1;75.0
16;1;30;1;7;3;0.0;0.0;472.81;38.71;4.254526138305663;2.17;2.17;1.33;2.17;12.43;1;1.0
17;2;30;1;7;3;0.0;389.86;16.93;70.05;513.0816459655762;10.63;10.63;3.69;2.17;12.43;1;2857.0
18;3;30;1;7;3;0.0;389.86;16.93;81.11;255.706148147583;10.63;10.63;3.93;2.17;12.43;1;2554.0
19;4;30;1;7;3;0.0;389.86;16.93;70.05;288.05432701110834;10.63;10.63;3.69;2.17;12.43;1;1489.0
20;5;30;1;7;3;0.0;389.86;16.93;70.05;242.77820587158203;10.63;10.63;3.69;2.17;12.43;1;1392.0
21;6;30;1;7;3;0.0;389.86;16.93;137.33;8.782472610473633;10.63;10.63;5.15;2.17;12.43;1;168.0
22;7;30;1;7;3;0.0;389.86;16.93;137.33;6.521099090576173;10.63;10.63;5.15;2.17;12.43;1;72.0
23;8;30;1;7;3;0.0;389.86;16.93;140.09;4.9544029235839835;10.63;10.63;5.21;2.17;12.43;1;1.0
24;1;30;1;7;4;0.0;0.0;396.57;14.16;2.01556396484375;2.33;2.33;2.0;2.33;11.57;1;1.0
25;2;30;1;7;4;0.0;320.6;18.06;87.98;258.6687755584717;9.8;9.8;4.38;2.33;11.57;1;1211.0
26;3;30;1;7;4;0.0;320.6;18.06;90.13;239.1181297302246;9.8;9.8;4.43;2.33;11.57;1;896.0
27;4;30;1;7;4;0.0;320.6;18.06;87.98;233.1048889160156;9.8;9.8;4.38;2.33;11.57;1;2233.0
28;5;30;1;7;4;0.0;320.6;18.06;87.98;426.70314979553217;9.8;9.8;4.38;2.33;11.57;1;2979.0
29;6;30;1;7;4;0.0;320.6;18.06;151.07;5.845542907714844;9.8;9.8;5.85;2.33;11.57;1;19.0
30;7;30;1;7;4;0.0;320.6;18.06;151.07;2.2672481536865234;9.8;9.8;5.85;2.33;11.57;1;1.0
31;8;30;1;7;4;0.0;320.6;18.06;174.68;2.424448013305664;9.8;9.8;6.4;2.33;11.57;1;1.0
32;1;30;1;7;5;0.0;0.0;413.73;24.89;3.6561355590820312;2.33;2.33;1.75;2.33;11.97;1;1.0
33;2;30;1;7;5;0.0;321.89;21.77;84.55;238.75016593933103;9.83;9.83;4.3;2.33;11.97;1;1198.0
34;3;30;1;7;5;0.0;321.89;21.77;96.57;196.5318279266357;9.83;9.83;4.58;2.33;11.97;1;1183.0
35;4;30;1;7;5;0.0;321.89;21.77;84.55;240.97983169555664;9.83;9.83;4.3;2.33;11.97;1;1251.0
36;5;30;1;7;5;0.0;321.89;21.77;84.55;255.92664527893064;9.83;9.83;4.3;2.33;11.97;1;1685.0
37;6;30;1;7;5;0.0;321.89;21.77;156.22;7.265420913696289;9.83;9.83;5.97;2.33;11.97;1;56.0
38;7;30;1;7;5;0.0;321.89;21.77;156.22;4.359239578247069;9.83;9.83;5.97;2.33;11.97;1;1.0
39;8;30;1;7;5;0.0;321.89;21.77;166.09;4.124931335449219;9.83;9.83;6.2;2.33;11.97;1;1.0
